GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
tmk	Rv3247c	thymidylate kinase	PBS_RIF_DDmtb:33%; nutrient_limitation:12%	0.1366	0.582261962129837	194.67	167	215	204	194	195	174.57	159.12
Rv3005c	Rv3005c	hypothetical protein	high_iron:10%	0.1189	0.336211508038095	190.11	234	263	226	144	108	551.65	509.64
Rv3897c	Rv3897c	hypothetical protein	hypoxia_late:15%	0.1255	0.466392411172084	185.71	225	229	186	142	155	280.75	258.55
AS1890	AS1890	putative small regulatory RNA	ctl_stationary:18%; PBS_RIF_DDmtb:17%; hypoxia_late:15%	0.2747	0.898753000114858	205.86	100	39	59	486	664	25.6	20.58
MT0772.2	MT0772.2	hypothetical protein	hypoxia_late:55%	0.262	0.860349355041153	223.13	92	95	159	377	544	41.64	34.21
korA	Rv2455c	2-oxoglutarate oxidoreductase subunit KorA	zinc_limitation:12%	0.1086	0.13762332873099	188.73	288	308	175	130	91	635.43	591.38
Rv3680	Rv3680	anion transporter ATPase	acidic_tyloxopol:9%	0.1109	0.199673984306825	191.33	275	285	201	141	93	840.51	781.13
Rv0039c	Rv0039c	transmembrane protein	hypoxia_late:12%	0.1282	0.473440201138567	199.57	196	254	258	165	139	607.99	557.27
hbhA	Rv0475	heparin binding hemagglutinin HbhA	hypoxia_hypoxic:13%; cholesterol:12%; hypoxia_rar:10%; zinc_limitation:10%	0.1433	0.629027673706625	207.84	206	253	268	115	217	1047.95	951.98
mrsA	Rv3441c	phosphoglucosamine mutase	hypoxia_late:10%	0.1147	0.3221173580298	194.65	255	292	213	143	103	352.67	326.87
Rv3693	Rv3693	membrane protein	hypoxia_late:14%	0.1225	0.431802842835497	195.46	228	265	221	146	134	206.46	190.39
Rv1211	Rv1211	hypothetical protein	acidic:10%; INDIGO_exponential:10%	0.1226	0.392944631353125	202.51	242	280	283	145	100	3146.87	2898.37
mog	Rv0865	molybdopterin biosynthesis protein	microaerophilic:32%	0.1339	0.586992300333243	207.02	207	251	253	171	162	357.58	325.99
Rv1546	Rv1546	hypothetical protein	hypoxia_late:11%	0.1343	0.602889950173063	205.5	194	242	224	173	198	232.78	212.87
bkdC	Rv2495c	branched-chain keto acid dehydrogenase E2 component	microaerophilic:24%	0.114	0.316678492043664	197.5	258	286	220	148	106	446.43	414.06
eccD5	Rv1795	ESX-5 type VII secretion system protein EccD	butyrate_plus_glucose:8%	0.1134	0.287474901083045	199.92	256	278	256	147	98	566.55	525.63
MT1086	MT1086	hypothetical protein	hypoxia_late:22%; zinc_limitation:22%	0.2426	0.890911405032227	226.28	87	54	82	498	738	33.85	27.99
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	0.1137	0.399294865899881	196.37	262	271	167	149	151	173.06	160.49
Rv3422c	Rv3422c	tRNA threonylcarbamoyladenosine biosynthesis protein	hypoxia_late:10%	0.1329	0.642513967888905	212.94	192	219	225	200	230	184.58	168.95
Rv1986	Rv1986	amino acid transporter	low_iron:31%; hypoxia_fatty_acids:10%	0.1746	0.819071190663836	228.42	129	141	182	358	397	46.1	40.74
Rv2548A	Rv2548A	hypothetical protein	acidic_tyloxopol:8%	0.1683	0.820340222668406	225.68	219	204	252	216	239	164.96	146.6
ephF	Rv0134	epoxide hydrolase EphF	INDIGO_exponential:9%	0.1149	0.476393716858573	204.64	250	266	199	162	158	269.13	249.4
thiE	Rv0414c	thiamine-phosphate synthase	hypoxia_late:21%	0.1737	0.849101258818529	223	197	158	205	254	317	59.85	52.79
MTS0194	MTS0194	small intergenic RNA	low_iron:21%	0.1382	0.701115041297714	224.47	214	249	270	197	197	315.75	288.15
ribG	Rv1409	bifunctional riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine	low_iron:9%	0.1129	0.390104116874185	210.09	260	299	232	161	124	424.41	393.67
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	0.1107	0.308456209737367	210.99	277	321	237	152	107	710.92	660.74
fmu	Rv1407	methyltransferase	hypoxia_late:24%	0.1399	0.685828415521242	227.32	179	246	282	217	219	94.49	85.46
Rv3671c	Rv3671c	serine protease	butyrate_plus_glucose:9%	0.1146	0.395511912370529	217.54	244	311	264	166	129	365.28	337.95
aroK	Rv2539c	shikimate kinase	microaerophilic:26%	0.1254	0.584327729564114	219.65	222	260	244	187	190	283.73	260.68
menB	Rv0548c	1,4-dihydroxy-2-naphthoyl-CoA synthase	zinc_limitation:13%	0.1249	0.567767046670439	222.69	254	281	285	172	142	339.12	311.27
Rv0669c	Rv0669c	neutral ceramidase	PBS_RIF_DDmtb:43%	0.1134	0.481197739107377	211	263	277	214	159	157	140.98	130.8
Rv3220c	Rv3220c	two component sensor kinase	INDIGO_exponential:9%	0.1125	0.405705092123693	214.44	261	283	281	158	119	413.27	383.72
kstR	Rv3574	HTH-type transcriptional regulator KstR	hypoxia_fatty_acids:27%	0.1512	0.773885788888833	239.47	172	216	265	269	285	108.94	98.1
Rv2037c	Rv2037c	transmembrane protein	hypoxia_fatty_acids:14%; hypoxia_late:11%	0.1346	0.700051774403751	231.23	165	213	206	261	327	74.21	67.45
rsbW	Rv3287c	anti-sigma factor RsbW	microaerophilic:24%; nutrient_limitation:14%; ctl_stationary:14%	0.1347	0.685535070089852	236.36	183	244	236	235	290	181.38	165.49
MT1627	MT1627	hypothetical protein	tyloxopol:10%	0.1738	0.799201061957084	250.02	104	151	207	402	490	262.33	230.85
Rv0543c	Rv0543c	hypothetical protein	high_iron:9%	0.1205	0.592023687309703	213.38	233	247	203	182	205	510.53	471.37
Rv2618	Rv2618	hypothetical protein	low_iron:17%; hypoxia_late:12%	0.162	0.806775598281172	241.69	185	237	275	251	266	94.83	84.4
Rv0687	Rv0687	NAD-dependent oxidoreductase	microaerophilic:17%; ctl_stationary:16%	0.1373	0.71325890574978	238.73	177	236	227	256	307	79.62	72.45
Rv3208	Rv3208	TetR family transcriptional regulator	tyloxopol:11%	0.1145	0.57025947188754	219.58	259	270	197	185	194	255.63	236.91
Rv0178	Rv0178	Mce associated membrane protein	INDIGO_exponential:10%	0.1094	0.398246433711017	221.76	284	313	250	167	125	839.04	780.74
Rv3776	Rv3776	hypothetical protein	hypoxia_late:19%	0.1206	0.594406215266734	225.03	229	274	238	193	196	101.44	93.48
Rv1590	Rv1590	hypothetical protein	zinc_limitation:15%	0.1319	0.689835332058024	238.68	235	288	302	191	189	698.86	638.05
ctpC	Rv3270	manganese/zinc-exporting P-type ATPase	hypoxia_fatty_acids:28%; butyrate:22%; PBS_RIF_DDmtb:13%	0.105	0.237041085751433	227.32	314	361	255	155	105	802.08	748.14
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	0.1527	0.799011583302713	246.49	161	205	243	293	353	75.78	67.88
Rv0397A	Rv0397A	hypothetical protein	acidic:19%	0.1251	0.651401750534887	227.37	217	233	196	224	270	428.93	393.56
Rv0909	Rv0909	antitoxin	human_sputum:14%	0.1478	0.766217092965257	248.6	193	256	315	258	229	515.72	466.5
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	0.1135	0.475679667038198	231.39	264	331	278	181	132	221.34	205.21
lprQ	Rv0483	lipoprotein LprQ	zinc_limitation:14%; hypoxia_rar:11%	0.1058	0.298304566277693	229.47	312	357	259	160	109	785.39	732.38
deoC	Rv0478	deoxyribose-phosphate aldolase	ctl_stationary:8%	0.1243	0.661113442434291	231.18	223	248	222	215	249	157.76	144.94
hsaF	Rv3534c	4-hydroxy-2-oxovalerate aldolase	microaerophilic:38%; hypoxia_fatty_acids:18%	0.1261	0.685376168521438	238.45	202	235	200	248	316	86.82	79.43
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	0.1187	0.572721204910169	239.85	246	324	292	192	164	180.42	166.57
Rv2144c	Rv2144c	transmembrane protein	hypoxia_hypoxic:10%	0.1172	0.557076438427024	241.73	269	325	305	186	149	1058.63	978.62
Rv1762c	Rv1762c	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	0.1337	0.773553908019351	240.11	200	198	153	301	382	63.47	57.88
MT0692.1	MT0692.1	hypothetical protein	hypoxia_late:15%	0.1636	0.855764515848782	251.81	148	153	198	383	448	96.08	85.27
PE_PGRS36	Rv2098c	PE-PGRS family protein	hypoxia_late:52%	0.1807	0.878970423619881	261.02	205	224	299	297	288	28.74	25.3
Rv3439c	Rv3439c	hypothetical protein	hypoxia_late:21%	0.1215	0.653198584843753	241.49	220	264	249	223	253	89.92	82.58
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	0.1289	0.724583125936546	246.52	186	230	209	277	346	168.15	153.69
ctpH	Rv0425c	metal cation transporting ATPase H	zinc_limitation:11%	0.1011	0.260425469060164	236.28	345	366	234	170	117	351.05	328.42
dnaJ2	Rv2373c	chaperone protein DnaJ	microaerophilic:16%	0.1093	0.48347925920074	239.37	282	317	308	179	140	456.18	424.51
Rv3520c	Rv3520c	coenzyme F420-dependent oxidoreductase	zinc_limitation:10%	0.1078	0.457248980042184	239.44	299	335	271	175	146	406.54	378.52
MT0472.1	MT0472.1	hypothetical protein	ctl_stationary:15%; hypoxia_late:14%	0.1828	0.909754627447402	262.05	149	107	131	478	629	28.69	25.06
Rv0398c	Rv0398c	hypothetical protein	acidic_tyloxopol:14%; hypoxia_late:12%; acidic:11%	0.1239	0.676296325701378	248.42	239	303	290	203	215	189.32	174.44
rplB	Rv0704	50S ribosomal protein L2	butyrate_plus_glucose:10%	0.1112	0.516351815944234	247.41	266	319	350	199	136	2193.94	2038.57
gmk	Rv1389	guanylate kinase	zinc_limitation:12%	0.1065	0.380035131692855	248.37	306	375	314	176	120	1616.21	1505.83
Rv0326	Rv0326	hypothetical protein	hypoxia_fatty_acids:32%; hypoxia_late:15%; ctl_stationary:12%	0.2325	0.948769711083705	268.56	163	105	158	469	610	23.09	19.25
dapA	Rv2753c	4-hydroxy-tetrahydrodipicolinate synthase	zinc_limitation:9%	0.1045	0.40831844071897	241.46	321	360	246	180	137	591.61	551.86
htdZ	Rv0130	3-hydroxyl-thioester dehydratase	hypoxia_late:16%	0.1657	0.889713374556848	257.9	176	157	191	392	436	69.41	61.6
Rv1414	Rv1414	hypothetical protein	hypoxia_late:20%	0.2033	0.923456376189427	283.06	131	142	193	473	631	32.89	28.05
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	0.1121	0.584753432075879	244.78	272	320	263	202	180	274.46	254.72
mtn	Rv0091	bifunctional 5'-methylthioadenosine nucleosidase	hypoxia_late:20%; ctl_stationary:10%	0.1577	0.874960716022118	259.34	182	194	217	332	406	41.18	36.82
Rv0698	Rv0698	hypothetical protein	hypoxia_late:19%	0.1553	0.847714625677866	278.52	138	193	215	411	523	43.96	39.28
Rv0265c	Rv0265c	iron ABC transporter substrate-binding lipoprotein	hypoxia_late:11%	0.115	0.664229912541105	247.75	247	289	245	229	231	155.26	143.47
ptkA	Rv2232	protein tyrosine kinase transcriptional regulator PtkA	hypoxia_late:14%	0.1309	0.754259760793433	263.22	226	291	313	243	248	145.82	132.94
glpK	Rv3696c	glycerol kinase	hypoxia_late:10%	0.1159	0.654142397012596	251.71	251	318	279	208	211	110.86	102.53
hflX	Rv2725c	GTP-binding protein HflX	zinc_limitation:9%	0.1032	0.419881260774979	245.07	332	362	242	177	148	342.07	319.53
MT3290.2	MT3290.2	hypothetical protein	hypoxia_hypoxic:14%; hypoxia_rar:12%; PBS_RIF_DDmtb:10%	0.1732	0.901949029219205	276.84	166	179	296	367	423	334.77	294.16
folB	Rv3607c	dihydroneopterin aldolase	microaerophilic:34%	0.121	0.71678040869943	262.55	238	290	298	234	256	297.67	274.5
Rv2603c	Rv2603c	transcriptional regulator	tyloxopol:10%	0.1103	0.589966469349129	253.98	309	322	317	189	159	477.16	443.74
Rv3915	Rv3915	peptidoglycan hydrolase	PBS_RIF_DDmtb:8%	0.1079	0.563894854243754	256.33	285	347	274	207	185	226.03	210.14
folK	Rv3606c	2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase	microaerophilic:38%	0.114	0.685197057371385	258.77	249	298	247	237	265	253.53	234.45
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	0.3392	0.978892271727502	280.4	209	56	88	565	820	34.05	25.74
alr	Rv3423c	alanine racemase	human_sputum:13%; hypoxia_late:12%	0.1122	0.657428489770508	253.99	274	306	288	201	210	162.39	150.84
Rv0628c	Rv0628c	hypothetical protein	hypoxia_fatty_acids:11%; hypoxia_late:11%; ctl_stationary:10%	0.1283	0.800153080563802	266.61	350	296	338	195	179	182.64	167.15
Rv1004c	Rv1004c	membrane protein	hypoxia_late:20%	0.1189	0.728963846998637	270.5	305	332	359	211	171	236.75	218.15
PE19	Rv1791	PE family protein PE19	human_sputum:17%; hypoxia_rar:11%	0.1136	0.674470477188176	269.74	273	349	335	222	188	764.69	708.92
esxG	Rv0287	ESAT-6 like protein EsxG	zinc_limitation:24%; cholesterol:13%; microaerophilic:12%	0.1032	0.492569357330203	262.15	334	372	286	198	154	2184.09	2041.22
esxA	Rv3875	ESAT-6 protein EsxA	acidic:16%; zinc_limitation:12%	0.1046	0.506696377282168	270.99	315	381	349	188	160	13155.02	12277.42
Rv1062	Rv1062	hypothetical protein	hypoxia_late:21%	0.1348	0.848631524959477	296.15	252	301	339	272	321	79.98	72.97
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	0.1351	0.865056219870126	288.81	283	272	321	246	326	142.45	130.4
mgtC	Rv1811	Mg2+ transport P-type ATPase MgtC	PBS_RIF_DDmtb:12%	0.1105	0.715327590272157	267.84	297	310	228	227	283	186.43	173.34
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.1115	0.718016423087485	270.49	281	312	280	231	252	257.91	239.69
thiD	Rv0422c	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	low_iron:18%	0.1188	0.77639925224814	284.68	245	297	267	288	330	124.42	114.86
tesB2	Rv2605c	acyl-CoA thioesterase TesB	tyloxopol:9%	0.1027	0.593556589157699	267.54	344	368	235	221	192	310.75	290.31
hadB	Rv0636	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	acidic:11%; ctl_exponential:10%; INDIGO_exponential:10%	0.1042	0.587286608122497	282.72	326	380	352	219	168	1212.04	1131.64
valT	Rvnt31	tRNA-Val	human_sputum:15%; hypoxia_late:13%	0.2367	0.97276503405867	316.44	199	121	211	518	705	73.79	62.49
vapC26	Rv0582	ribonuclease VapC26	tyloxopol:10%	0.1411	0.8938408961625	298.69	318	295	336	270	277	201.78	183.18
Rv1473A	Rv1473A	transcriptional regulator	PBS_RIF_DDmtb:10%	0.1921	0.95735414569705	316.17	230	210	248	432	516	118.97	102.86
Rv0893c	Rv0893c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	0.1516	0.934427218402041	302.16	280	243	276	337	385	41.46	37.19
Rv2598	Rv2598	hypothetical protein	hypoxia_late:28%; PBS_RIF_DDmtb:11%	0.1449	0.920332610206422	309.87	227	214	212	403	561	51.94	47.07
metB	Rv1079	cystathionine gamma-synthase	PBS_RIF_DDmtb:10%	0.0969	0.457661932934973	277.78	381	409	277	209	156	634.13	594.96
Rv3485c	Rv3485c	short-chain type dehydrogenase/reductase	nutrient_limitation:26%; PBS_RIF_DDmtb:17%; INDIGO_exponential:10%	0.1147	0.796743462638189	297.79	270	316	254	291	364	94.74	87.7
atpA	Rv1308	ATP synthase subunit alpha	ctl_exponential:12%; INDIGO_exponential:11%	0.099	0.52428776098286	285.03	360	395	333	205	169	2002.04	1875.84
ansA	Rv1538c	L-aparaginase	hypoxia_late:19%; PBS_RIF_DDmtb:13%	0.115	0.794064702872979	308.05	271	348	330	276	319	112.2	103.99
lppD	Rv1899c	lipoprotein LppD	microaerophilic:15%	0.0989	0.508533608421193	302.86	357	445	380	218	163	868.76	813.22
glnD	Rv2918c	bifunctional uridylyltransferase/uridylyl-removing enzyme	hypoxia_late:10%	0.1054	0.710063789689754	286.57	313	358	304	233	235	80.07	74.6
viuB	Rv2895c	mycobactin utilization protein ViuB	hypoxia_late:9%	0.1103	0.771578186065374	305.06	311	378	358	255	236	240.94	223.38
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	0.1318	0.907330877042833	310.55	240	184	112	505	676	110.61	101.09
MTS0858	MTS0858	putative small regulatory RNA	hypoxia_late:16%; ctl_stationary:11%	0.3775	0.988313530347364	325.74	342	143	181	412	678	32.95	24.65
cspB	Rv0871	cold shock-like protein CspB	acidic:8%	0.104	0.714661226464746	305.13	338	404	341	242	220	547.31	510.97
Rv1474c	Rv1474c	transcriptional regulator	PBS_RIF_DDmtb:11%; INDIGO_exponential:10%	0.1128	0.788364557452814	312.93	253	328	293	325	372	199.63	184.46
Rv1929c	Rv1929c	hypothetical protein	ctl_stationary:10%	0.1434	0.929930969763812	322.93	303	279	319	339	379	86.02	77.57
atpC	Rv1311	ATP synthase subunit epsilon	ctl_exponential:15%; INDIGO_exponential:12%	0.0968	0.544142408133602	306.41	386	422	377	226	166	2037.9	1912.6
secA1	Rv3240c	protein translocase subunit SecA	zinc_limitation:12%	0.0959	0.534725400142822	298.27	389	402	334	225	177	328.69	308.68
zur	Rv2359	zinc uptake regulation protein	hypoxia_fatty_acids:12%	0.1371	0.919757594582026	321.89	300	287	347	326	352	168.4	153.66
mazE1	Rv0456B	antitoxin MazE1	ctl_stationary:14%; hypoxia_late:12%	0.2532	0.985602587793891	325.89	248	108	172	564	743	34.54	28.29
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	0.1136	0.788985586233291	320.19	291	384	467	284	206	309.98	286.95
Rv3269	Rv3269	hypothetical protein	hypoxia_fatty_acids:36%; butyrate:11%	0.1011	0.626941367216181	312.49	379	419	384	236	182	2107.09	1968.83
Rv2085	Rv2085	hypothetical protein	hypoxia_late:17%	0.1615	0.944006975884457	342.4	189	221	266	517	618	71.64	63.6
Rv2189c	Rv2189c	hypothetical protein	high_iron:12%; butyrate_plus_glucose:11%	0.1072	0.781721387814412	312.05	322	352	368	241	286	203.9	190.26
Rv0678	Rv0678	hypothetical protein	microaerophilic:23%; ctl_stationary:21%; hypoxia_fatty_acids:16%	0.139	0.922261564757295	332.64	236	255	318	415	469	86.75	78.56
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.1278	0.856247792586899	336.03	180	300	323	434	489	25.87	23.49
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	0.1058	0.742015209166955	318.46	290	392	363	281	275	533.47	496.12
murE	Rv2158c	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	microaerophilic:26%; cholesterol:14%	0.1029	0.679324352331733	320.26	383	427	427	238	173	599.86	559.9
Rv1519	Rv1519	hypothetical protein	human_sputum:15%; hypoxia_late:12%; hypoxia_hypoxic:12%	0.248	0.981316005287774	350.09	276	208	343	410	564	32.78	27.3
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	0.1049	0.772546348038778	312.28	365	365	385	240	226	329.16	307.32
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	0.1311	0.866219895332876	342.76	237	363	348	378	401	576.2	526.45
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	0.1029	0.648946393330355	329.98	354	482	445	244	178	2066.84	1930.57
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	0.1144	0.840314993393567	322.12	329	367	387	274	263	254.95	236.47
argA	Rv2747	L-glutamate alpha-N-acetyltranferase	hypoxia_late:11%; human_sputum:11%	0.1189	0.877324211835999	313.9	265	258	192	394	508	89.82	82.87
sucC	Rv0951	succinyl-CoA ligase subunit beta	hypoxia_hypoxic:9%	0.0935	0.532918299087945	309.14	413	432	328	230	183	851.47	800.96
Rv2272	Rv2272	transmembrane protein	tyloxopol:12%; high_iron:11%	0.1131	0.854721004832128	313.68	289	294	251	331	415	196.36	182.26
Rv3224B	Rv3224B	conserved hypothetical protein	high_iron:11%	0.1128	0.825893612036756	325.66	278	340	353	304	357	510.91	474.34
Rv3599c	Rv3599c	hypothetical short protein	PBS_RIF_DDmtb:12%	0.1877	0.978977541513985	333	231	100	111	660	889	67.23	58.88
Rv2614A	Rv2614A	hypothetical protein	butyrate_plus_glucose:12%; hypoxia_late:11%	0.1744	0.963803663375641	349.3	216	197	324	483	612	85.93	75.59
Rv3850	Rv3850	hypothetical protein	acidic:12%	0.1013	0.740692999544273	312.45	355	389	322	247	261	309.31	289.34
Rv0049	Rv0049	hypothetical protein	microaerophilic:8%	0.1054	0.780663028894207	317.29	358	379	362	260	241	597.85	556.1
adhB	Rv0761c	alcohol dehydrogenase B	ctl_exponential:11%	0.0943	0.535653950859764	319.19	399	468	371	232	175	843.78	792.91
Rv2880c	Rv2880c	conserved hypothetical protein	PBS_RIF_DDmtb:14%	0.0987	0.738278110680462	316.25	368	401	291	265	268	262.44	245.71
PE_PGRS60	Rv3652	PE-PGRS family-related protein PE_PGRS60	hypoxia_late:23%	0.1506	0.951215990264404	357.66	257	267	320	463	519	92.63	83.29
MT3322	MT3322	hypothetical protein	high_iron:11%	0.1111	0.829793594849033	334.51	293	354	361	319	348	514.4	478.23
Rv0385	Rv0385	monooxygenase	hypoxia_late:15%; ctl_stationary:10%	0.133	0.925730636503667	347.26	241	268	300	456	511	30.5	27.74
Rv1291c	Rv1291c	hypothetical protein	hypoxia_late:40%; ctl_stationary:11%	0.26	0.990922217840401	346.78	286	112	173	609	772	14.73	11.86
Rv2972c	Rv2972c	hypothetical protein	hypoxia_late:10%	0.1347	0.931502171297095	354.76	296	355	373	355	399	69.65	63.48
MT2502	MT2502	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:14%	0.3575	0.993188177126238	358.69	320	102	219	540	822	13.8	10.07
Rv3856c	Rv3856c	hypothetical protein	PBS_RIF_DDmtb:9%	0.1043	0.810153666486522	329.5	371	374	418	245	258	193.73	181.09
Rv2645	Rv2645	hypothetical protein	hypoxia_late:25%	0.1751	0.972406236143991	362.82	267	241	360	458	529	45.35	40.02
glpX	Rv1099c	fructose 1,6-bisphosphatase	hypoxia_late:13%	0.0988	0.735951977168329	330.6	373	446	356	263	237	236.06	220.97
Rv0078A	Rv0078A	hypothetical protein	hypoxia_fatty_acids:8%	0.1071	0.835039915381266	331	325	341	331	287	374	179.81	167.76
Rv1749c	Rv1749c	integral membrane protein	ctl_exponential:9%	0.1101	0.84868866654368	341.04	308	353	367	324	355	213.04	197.81
pyrC	Rv1381	dihydroorotase	hypoxia_late:20%; zinc_limitation:12%	0.1053	0.823279043201912	336.75	348	383	345	298	313	122.98	114.43
rpsH	Rv0718	30S ribosomal protein S8	hypoxia_rar:13%	0.0979	0.719219071403133	340.76	372	439	464	267	201	1542.84	1447.38
amiC	Rv2888c	amidase AmiC	PBS_RIF_DDmtb:9%	0.0925	0.633794117999828	328.23	424	470	332	250	204	361.14	339.88
Rv0484c	Rv0484c	short-chain type oxidoreductase	tyloxopol:9%	0.1022	0.79882115117274	338.79	335	388	309	300	366	195.66	182.56
cysQ	Rv2131c	3'-phosphoadenosine 5'-phosphate phosphatase	microaerophilic:12%	0.0969	0.725373894629436	339.44	376	455	372	273	243	399.98	374.71
kdpF	Rv1028A	membrane protein KdpF	acidic:22%; hypoxia_late:21%	0.2335	0.993215381841308	350.81	307	72	126	656	949	47.35	39.51
Rv2884	Rv2884	transcriptional regulator	hypoxia_late:14%; PBS_RIF_DDmtb:13%	0.1093	0.865837248592898	341.46	301	334	294	364	422	102.8	95.5
MT2367	MT2367	hypothetical protein	acidic_tyloxopol:9%	0.1648	0.976166183157115	368.82	298	228	342	457	566	58.02	51.98
Rv3861	Rv3861	hypothetical protein	hypoxia_fatty_acids:35%; zinc_limitation:24%	0.2213	0.986679179651497	384.08	211	155	329	635	766	24.55	20.46
Rv2084	Rv2084	hypothetical protein	human_sputum:9%	0.0963	0.763468375375525	332.24	400	424	273	278	301	176.7	165.82
atpH	Rv1307	ATP synthase subunit b/delta	INDIGO_exponential:12%; ctl_exponential:11%	0.0959	0.709081255059179	340.78	387	456	433	253	212	2616.76	2457.21
MT1909	MT1909	hypothetical protein	hypoxia_late:33%	0.1955	0.988541712472665	361.39	287	150	177	630	754	83.29	72.28
