GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_DMSO_RIF
lprO	Rv0179c	lipoprotein LprO	tyloxopol:15%	0.3517	4.91868056099992e-05	188.13	232	258	215	133	123	439.85	341.81
Rv3424c	Rv3424c	hypothetical protein	human_sputum:18%; nutrient_limitation:12%	0.4893	0.0232994076127274	183.26	140	115	152	268	270	58.52	40.71
Rv0181c	Rv0181c	hypothetical protein	zinc_limitation:14%	0.3963	0.00310729283624154	186.9	182	197	197	183	176	98.03	73.42
Rv2513	Rv2513	hypothetical protein	nutrient_limitation:9%	0.4143	0.00500745400365606	188.2	160	188	206	206	183	165.09	122.06
mce3R	Rv1963c	transcriptional repressor Mce3R	hypoxia_late:17%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.413	0.00535798790406419	189.29	175	204	190	191	187	46.6	34.34
lpqJ	Rv0344c	lipoprotein LpqJ	hypoxia_late:18%	0.4465	0.0163268758234217	186.92	165	146	138	245	257	48.8	34.97
lpqS	Rv0847	lipoprotein LpqS	microaerophilic:28%; hypoxia_fatty_acids:26%	0.4152	0.00540791777652842	192.95	174	208	202	203	179	184.86	137.33
Rv1220c	Rv1220c	methyltransferase	hypoxia_late:15%	0.3776	0.000694554855750359	196.69	206	257	217	166	147	385.03	293.88
Rv3675	Rv3675	membrane protein	acidic:13%	0.3752	0.00103488116735011	190.16	215	229	191	154	167	311.98	238.36
MT0540	MT0540	hypothetical protein	human_sputum:18%	0.435	0.0126801743542764	190.21	177	171	139	232	242	298.63	218.65
lppP	Rv2330c	lipoprotein LppP	hypoxia_late:19%	0.7266	0.0806888607949082	216.56	152	102	149	322	441	9.81	5.21
MT3580.1	MT3580.1	hypothetical protein	hypoxia_late:14%	0.7509	0.115806665442021	197.77	258	29	39	361	558	40.24	22.16
Rv0184	Rv0184	hypothetical protein	zinc_limitation:18%; PBS_RIF_DDmtb:10%	0.3629	0.000361794456907779	201.42	219	270	224	164	143	432.02	332.94
MT2541	MT2541	hypothetical protein	hypoxia_fatty_acids:18%; ctl_stationary:10%	0.4128	0.00620902758543709	195.29	178	203	199	201	196	61.56	45.51
mtrB	Rv3245c	two component sensory histidine kinase MtrB	PBS_RIF_DDmtb:11%	0.3509	9.9370687584441e-05	201.03	231	274	230	157	131	585.13	454.92
Rv2017	Rv2017	transcriptional regulator	hypoxia_fatty_acids:16%; zinc_limitation:14%; ctl_stationary:12%	0.4589	0.0170186790610402	199.33	141	182	203	249	231	30.45	21.58
ogt	Rv1316c	methylated-DNA--protein-cysteine methyltransferase	nutrient_limitation:22%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	0.3867	0.00349337518163536	194.22	207	209	183	181	192	138.65	104.87
Rv3463	Rv3463	hypothetical protein	butyrate:17%; hypoxia_late:12%	0.4093	0.00619624952943608	197.73	173	200	214	209	194	69.94	51.79
wag31	Rv2145c	cell wall synthesis protein Wag31	hypoxia_hypoxic:12%	0.3382	2.16038206498947e-05	202.39	248	284	231	151	122	903.41	708.81
Rv0207c	Rv0207c	hypothetical protein	INDIGO_exponential:8%	0.3553	0.00030488413360037	206.64	228	264	252	158	146	492.7	382.05
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	0.381	0.0031384709970588	198.93	208	222	198	182	186	53.9	40.72
Rv3005c	Rv3005c	hypothetical protein	high_iron:10%	0.3391	6.65567044487542e-05	205.54	250	289	211	162	135	703.48	551.65
Rv2410c	Rv2410c	hypothetical protein	zinc_limitation:8%	0.3585	0.00060733168226911	203.76	230	255	233	149	163	164.61	127.17
xerC	Rv2894c	tyrosine recombinase XerC	hypoxia_late:17%; cholesterol:12%	0.3596	0.000542375318262904	206.67	229	276	219	165	156	313.75	242.47
Rv3054c	Rv3054c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:10%; ctl_stationary:10%	0.554	0.0499830769647264	212.63	144	113	164	326	377	19.57	12.69
Rv0658c	Rv0658c	integral membrane protein	hypoxia_late:14%; ctl_stationary:10%	0.4343	0.0138543546403899	209.03	157	194	227	256	218	61.87	44.97
Rv0370c	Rv0370c	oxidoreductase	hypoxia_late:28%; ctl_stationary:13%; human_sputum:10%	0.6103	0.0530393696805658	234.82	106	185	226	379	332	13.2	8
Rv3182	Rv3182	hypothetical protein	human_sputum:12%; hypoxia_hypoxic:12%; hypoxia_fatty_acids:10%	0.5183	0.0406511666446873	216.84	153	132	174	335	334	43.31	29.35
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	0.5913	0.0913594011368467	216.83	189	73	104	384	464	74.36	47.61
hpx	Rv3171c	non-heme haloperoxidase Hpx	butyrate:12%; cholesterol:11%	0.3378	0.000181181173614626	217.66	255	286	247	167	150	419.71	329.35
Rv1405c	Rv1405c	methyltransferase	nutrient_limitation:23%; ctl_stationary:19%	0.429	0.0190739455474885	210.1	179	173	185	267	256	35.64	25.83
msrA	Rv0137c	peptide methionine sulfoxide reductase MsrA	hypoxia_fatty_acids:9%	0.3933	0.00858727592138171	217.53	195	223	240	223	208	106.5	80.06
vapB23	Rv2862A	antitoxin VapB23	hypoxia_late:20%; ctl_stationary:16%; PBS_RIF_DDmtb:16%	0.7893	0.181050706456381	217.97	316	22	45	375	639	10.46	4.96
lprD	Rv1343c	lipoprotein LprD	low_iron:24%; human_sputum:18%	0.429	0.0204145476654436	210.65	191	169	163	264	280	73.8	53.94
mpt83	Rv2873	cell surface lipoprotein	PBS_RIF_DDmtb:73%	0.4494	0.0261457806368639	218.36	158	179	208	296	266	40.77	29.13
Rv2949c	Rv2949c	chorismate pyruvate-lyase	INDIGO_exponential:15%; acidic:12%	0.3395	0.000366791453165909	229.29	241	290	289	189	154	682.92	534.69
Rv3263	Rv3263	DNA methylase	hypoxia_late:12%; human_sputum:11%	0.3692	0.00347747610640641	224.45	216	266	260	202	184	54.82	41.81
espC	Rv3615c	ESX-1 secretion-associated protein EspC	acidic_tyloxopol:23%; butyrate:14%; acidic:11%	0.3331	0.000161948064733613	229.07	264	299	270	180	151	2660.03	2095.8
lprE	Rv1252c	lipoprotein LprE	hypoxia_late:13%; tyloxopol:11%	0.3789	0.00554422227131427	221.06	212	246	238	210	201	118.57	90.25
Rv1056	Rv1056	hypothetical protein	hypoxia_late:8%	0.4056	0.0137590163157212	219.35	192	207	216	247	237	54.9	40.73
Rv2267c	Rv2267c	hypothetical protein	hypoxia_late:26%; ctl_stationary:11%	0.4402	0.0243817362194742	222.2	167	192	223	285	254	24.02	17.17
sigG	Rv0182c	ECF RNA polymerase sigma factor SigG	zinc_limitation:16%	0.3467	0.000982681762086378	224.52	245	294	249	178	169	168.89	131.47
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	0.3432	0.000608383549125455	231.42	242	300	281	193	157	396.4	309.98
MT2083	MT2083	hypothetical protein	butyrate:21%; ctl_stationary:14%	0.5295	0.0667488472558371	231.75	171	119	160	369	411	105.35	71.11
Rv2033c	Rv2033c	hypothetical protein	hypoxia_late:23%; hypoxia_hypoxic:11%	0.4319	0.0179948037865163	235.57	154	241	242	217	343	221.66	162.83
vapB15	Rv2009	antitoxin VapB15	INDIGO_exponential:16%; tyloxopol:13%	0.3524	0.00379457484521263	224.11	249	265	187	207	217	331.92	257.6
Rv1352	Rv1352	hypothetical protein	acidic:26%	0.4245	0.0165694857403899	244.08	166	262	302	295	210	161.51	119.05
Rv2252	Rv2252	diacylglycerol kinase	PBS_RIF_DDmtb:15%; hypoxia_late:11%	0.3762	0.00927971749995939	231.14	221	234	241	235	225	61.05	46.32
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	0.3799	0.00949361399512793	236.08	205	243	269	246	220	75.26	56.92
nrdI	Rv3052c	NrdI protein	low_iron:10%	0.3231	0.000214458376276999	240.88	279	314	278	192	160	1063.9	843.52
MT0099.1	MT0099.1	hypothetical protein	hypoxia_late:45%	0.5721	0.111466875704239	243.25	190	107	146	390	485	20.54	12.99
Rv1034c	Rv1034c	transposase	hypoxia_late:53%; ctl_stationary:14%	0.8548	0.189381949300099	253.54	308	95	118	339	531	8.09	3.46
Rv3259	Rv3259	hypothetical protein	tyloxopol:17%; low_iron:13%	0.3361	0.00121296106107493	235.31	262	292	261	195	177	450.62	353.86
whiB2	Rv3260c	transcriptional regulator WhiB2	tyloxopol:12%; low_iron:10%	0.3371	0.000985858644875038	240.28	260	306	267	215	166	1567.41	1231.31
lhr	Rv3296	ATP-dependent helicase	hypoxia_late:19%; zinc_limitation:12%	0.3316	0.00050871054206372	243.72	270	329	285	197	158	92.06	72.36
Rv0063	Rv0063	oxidoreductase	hypoxia_late:21%	0.3344	0.00118125205080901	239.55	266	304	266	200	174	138.01	108.31
iniC	Rv0343	iIsoniazid inductible protein IniC	hypoxia_rar:11%	0.3267	0.000477003383589796	243.26	277	320	284	186	168	177.51	140.15
Rv0518	Rv0518	hypothetical protein	tyloxopol:10%	0.3499	0.00451688578152954	238.86	251	273	245	213	215	118.76	92.22
Rv3188	Rv3188	hypothetical protein	hypoxia_late:13%; acidic_tyloxopol:11%	0.482	0.0561958314485231	248.49	169	174	196	374	372	48.07	33.51
vapB41	Rv2601A	antitoxin VapB41	human_sputum:10%	0.3823	0.0136001854304734	241.21	220	233	255	255	244	175.03	132.83
moaA1	Rv3109	cyclic pyranopterin monophosphate synthase	hypoxia_late:48%; ctl_stationary:13%	0.4985	0.0674675663519012	266.38	159	210	259	383	355	12.67	8.46
relE	Rv1246c	toxin RelE	PBS_RIF_DDmtb:14%	0.425	0.0349398701013489	240.99	211	162	172	336	358	72.91	53.23
MT3437.1	MT3437.1	hypothetical protein	hypoxia_late:32%; ctl_stationary:11%	0.6626	0.171723201454698	278.02	235	124	194	393	536	8.91	4.94
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	0.3274	0.000907030131549911	256.11	280	330	295	221	171	503.61	398.21
Rv2681	Rv2681	hypothetical protein	high_iron:10%	0.3223	0.000730542255141404	251.46	284	334	268	212	175	206.89	163.89
Rv0460	Rv0460	hypothetical protein	acidic_tyloxopol:9%	0.3286	0.00150580469696955	249.61	281	317	253	214	193	680.2	536.96
Rv2293c	Rv2293c	hypothetical protein	hypoxia_late:11%	0.3956	0.0237984050379545	240.27	226	198	180	298	314	39.02	29.03
Rv1754c	Rv1754c	hypothetical protein	hypoxia_late:15%; tyloxopol:14%; ctl_stationary:11%	0.3213	0.000953410744417152	246.59	291	323	258	188	188	98.13	77.68
rpoA	Rv3457c	DNA-directed RNA polymerase subunit alpha	high_iron:9%	0.3207	0.000884336203407146	268.04	285	338	339	227	172	619.61	492
cyp141	Rv3121	cytochrome P450 Cyp141	hypoxia_late:11%	0.353	0.00832951766812709	271.82	237	319	349	254	212	93.39	72.2
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	0.3999	0.0297666175379322	262.49	214	220	243	342	305	94.93	70.85
Rv2049c	Rv2049c	hypothetical protein	hypoxia_late:11%	0.3722	0.0177517020991824	262.35	227	251	271	307	259	236.49	180.55
Rv0347	Rv0347	membrane protein	hypoxia_fatty_acids:14%	0.4223	0.0377483955033528	281.27	184	267	311	363	298	31.6	23
Rv0258c	Rv0258c	hypothetical protein	cholesterol:10%	0.4192	0.0380445666760696	278.8	193	248	276	371	323	60.83	44.74
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.3198	0.00282343984793221	270.9	296	325	304	226	213	246.73	195.89
mmpL5	Rv0676c	transmembrane transport protein MmpL5	microaerophilic:17%; tyloxopol:13%; hypoxia_fatty_acids:10%	0.3041	0.00060115464309321	277.4	315	373	318	224	180	109.32	87.62
Rv0898c	Rv0898c	hypothetical protein	hypoxia_fatty_acids:14%; cholesterol:11%	0.3271	0.00403221115060995	272.71	286	326	309	237	214	473.84	374.8
MT2600.1	MT2600.1	hypothetical protein	hypoxia_late:24%; tyloxopol:12%	0.5495	0.181894495044009	282.41	274	104	134	469	578	24.33	15.91
moxR1	Rv1479	transcriptional regulator MoxR1	microaerophilic:8%	0.308	0.000793210302901165	283.37	306	363	353	240	178	590.09	472.66
Rv0828c	Rv0828c	deaminase	hypoxia_late:30%; ctl_stationary:15%	0.5995	0.204929621558308	292.56	272	114	159	448	604	11.15	6.64
Rv1995	Rv1995	hypothetical protein	hypoxia_late:22%; ctl_stationary:13%; PBS_RIF_DDmtb:12%	0.5482	0.136791787973486	305.27	185	230	263	438	460	10.32	6.5
Rv1632c	Rv1632c	hypothetical protein	human_sputum:14%	0.3335	0.00810574130756236	274.86	282	311	279	269	236	193.46	151.8
MT2589.1	MT2589.1	hypothetical protein	nutrient_limitation:12%	0.3907	0.0343059175473574	280.47	223	238	262	364	328	140.35	105.35
MT0525	MT0525	hypothetical protein	tyloxopol:9%	0.3801	0.0233997931161746	290.95	217	315	350	331	253	96.85	73.41
Rv0504c	Rv0504c	hypothetical protein	hypoxia_late:8%	0.3839	0.0282025198838571	285.16	222	279	310	343	279	86.83	65.56
Rv2409c	Rv2409c	hypothetical protein	hypoxia_late:9%	0.3115	0.00275423957829916	281.79	309	350	299	242	219	167.75	133.76
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.375	0.0264131867809835	295.57	238	303	307	355	281	450.01	344.26
Rv3258c	Rv3258c	hypothetical protein	tyloxopol:11%; ctl_exponential:11%; hypoxia_late:10%	0.3134	0.00360377192227463	296.37	299	375	343	282	199	995.45	795.13
fadE35	Rv3797	acyl-CoA dehydrogenase FadE35	hypoxia_late:17%; butyrate_plus_glucose:15%	0.3516	0.0193239746831725	285.47	265	293	280	291	299	23.7	18.16
Rv2707	Rv2707	hypothetical protein	PBS_RIF_DDmtb:12%	0.2988	0.0018336897484219	295.54	335	376	324	252	207	217.98	175.5
PPE39	Rv2353c	PPE family protein PPE39	human_sputum:45%; hypoxia_late:23%; ctl_stationary:10%	0.7082	0.175709218021239	359.18	116	316	336	473	683	11.09	6.18
lipL	Rv1497	esterase LipL	hypoxia_hypoxic:10%	0.2905	0.000738682424630262	300.77	362	404	308	263	191	408.03	330.87
MT1822	MT1822	hypothetical protein	nutrient_limitation:14%	0.3842	0.0323814003305154	306.69	218	324	340	368	295	351.76	266.38
Rv2978c	Rv2978c	transposase	zinc_limitation:32%; cholesterol:13%	0.3152	0.00381529514611548	303.13	294	383	368	293	197	485.02	386.81
Rv1419	Rv1419	hypothetical protein	ctl_stationary:13%; human_sputum:10%	0.3413	0.0140666930401661	302.22	268	343	367	301	241	182.38	142.46
Rv2411c	Rv2411c	hypothetical protein	zinc_limitation:8%	0.3044	0.00257353076094846	303.71	318	379	373	266	202	157.24	126.12
vapB19	Rv2547	antitoxin VapB19	PBS_RIF_DDmtb:13%	0.3692	0.0358838357543698	294.34	267	269	228	373	347	131.75	100.74
thiL	Rv2977c	thiamine-monophosphate kinase	zinc_limitation:18%; hypoxia_late:14%	0.2984	0.0021031077789691	301.44	353	392	316	259	206	267.76	215.85
mpa	Rv2115c	proteasome-associated ATPase	cholesterol:13%; nutrient_limitation:12%	0.2847	0.000337954842474731	311.34	367	409	358	270	182	537.77	437.82
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	0.3143	0.00545917605034256	301.47	305	359	360	271	224	146.07	116.31
Rv3649	Rv3649	helicase	hypoxia_late:43%	0.3492	0.0213511512883015	299.32	252	327	331	319	272	21.87	16.73
glpD1	Rv2249c	glycerol-3-phosphate dehydrogenase	hypoxia_late:28%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	0.3566	0.025069251519678	300.01	243	313	321	341	287	32.56	24.88
gca	Rv0112	GDP-mannose 4,6-dehydratase	hypoxia_rar:11%	0.3394	0.0191003925439708	300	276	307	317	312	289	60	46.72
fic	Rv3641c	cell filamentation protein Fic	nutrient_limitation:11%; PBS_RIF_DDmtb:10%	0.4122	0.06124114417084	312.75	197	285	335	430	341	47.47	34.88
moaR1	Rv3124	transcriptional regulator MoaR	hypoxia_late:16%; human_sputum:15%; ctl_stationary:14%	0.5488	0.130165519549021	353.17	162	364	374	515	405	13.83	8.88
MT3282	MT3282	hypothetical protein	hypoxia_late:23%; zinc_limitation:11%; ctl_stationary:11%	0.625	0.279783203758187	329.5	348	151	177	468	619	26.33	16.15
Rv0095c	Rv0095c	hypothetical protein	hypoxia_late:22%; zinc_limitation:16%; ctl_stationary:10%	0.4088	0.0859975784825997	303.72	240	224	235	418	437	43.18	31.85
Rv2014	Rv2014	transposase	hypoxia_late:29%	0.3225	0.0130247491584711	303.3	304	347	300	299	269	124.34	98.35
Rv0461	Rv0461	transmembrane protein	human_sputum:10%	0.3012	0.00436293478978023	311.9	333	389	330	289	230	315.67	253.71
PPE51	Rv3136	PPE family protein PPE51	zinc_limitation:19%; hypoxia_rar:12%	0.2848	0.000742944111101502	322.35	370	427	370	284	190	1098.29	894.42
ugpB	Rv2833c	sn-glycerol-3-phosphate ABC transporter substrate-binding lipoprotein UgpB	PBS_RIF_DDmtb:30%; hypoxia_late:27%	0.4261	0.0825282160976605	328.94	200	312	365	446	348	16.71	11.97
Rv0395	Rv0395	hypothetical protein	hypoxia_late:55%; ctl_stationary:11%	0.784	0.422061850252224	314.84	477	140	158	366	545	7.55	3.47
Rv3902c	Rv3902c	hypothetical protein	hypoxia_late:17%; ctl_stationary:15%	0.4155	0.0950261561948597	307.71	234	214	250	427	454	31.96	23.25
vapB4	Rv0596c	antitoxin VapB4	hypoxia_late:13%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	0.7155	0.30929112226761	341.65	349	155	213	451	648	13.74	7.4
Rv1000c	Rv1000c	hypothetical protein	zinc_limitation:21%	0.3182	0.0107232485263239	308.86	303	361	328	310	248	159.85	126.92
narK3	Rv0261c	nitrate/nitrite transporter	hypoxia_late:30%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.5448	0.145592103835529	362.58	201	388	387	467	402	7.53	4.7
Rv0888	Rv0888	hypothetical protein	butyrate:10%	0.2876	0.00242683327250169	321.02	369	403	354	274	223	149.72	121.5
acpM	Rv2244	meromycolate extension acyl carrier protein	hypoxia_hypoxic:12%	0.295	0.00302705199646613	326.45	357	424	364	306	204	4189.21	3389.63
MT3174.2	MT3174.2	hypothetical protein	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:12%	0.6069	0.3343386445063	321.45	368	92	126	517	724	11.94	6.99
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	0.63	0.356152071888512	323	404	116	136	481	645	18.46	11.04
Rv2039c	Rv2039c	sugar ABC transporter permease	hypoxia_late:20%; ctl_stationary:11%	0.3989	0.0719481119795666	327.09	224	295	345	429	361	31.33	23.16
nrdE	Rv3051c	ribonucleoside-diphosphate reductase subunit alpha	low_iron:8%	0.2784	0.000561758235079668	333.68	386	430	403	286	195	826.74	676.15
glbO	Rv2470	hemoglobin GlbO	INDIGO_exponential:9%	0.3223	0.0169462468918153	321.33	298	339	351	333	288	190.06	150.46
Rv3404c	Rv3404c	hypothetical protein	INDIGO_exponential:8%	0.3175	0.0153773156848366	325.26	312	356	359	327	276	108.82	86.39
moaC3	Rv3324c	cyclic pyranopterin monophosphate synthase accessory protein	hypoxia_late:21%; human_sputum:14%; ctl_stationary:10%	0.4254	0.141503024521363	329.12	257	212	244	491	499	24.33	17.49
Rv0060	Rv0060	hypothetical protein	zinc_limitation:11%	0.2848	0.00240052563814361	334.43	372	417	392	297	216	264.01	214.74
Rv1052	Rv1052	hypothetical protein	ctl_stationary:14%	0.3404	0.0388616312545826	313.68	310	281	221	382	391	87.79	68.46
csm3	Rv2821c	CRISPR type III-associated RAMP protein Csm3	human_sputum:11%	0.3549	0.0296617475141147	339.43	253	386	405	370	296	88.3	68.1
Rv0061c	Rv0061c	hypothetical protein	acidic:8%	0.2973	0.00547163018833727	333.89	342	399	412	305	229	785.52	634
ASdes	ASdes	putative small regulatory RNA	INDIGO_exponential:10%	0.2835	0.00220122211403298	336.52	373	418	404	303	209	2615.63	2132.01
Rv3819	Rv3819	hypothetical protein	acidic_tyloxopol:11%; tyloxopol:11%	0.3797	0.0849440168248398	326.93	259	249	275	450	430	69.47	52.39
espA	Rv3616c	ESX-1 secretion-associated protein EspA	acidic:20%; acidic_tyloxopol:13%; zinc_limitation:11%; butyrate:10%	0.2824	0.0021779857677775	335.88	378	421	383	309	211	2211.59	1804.78
Rv0185	Rv0185	hypothetical protein	zinc_limitation:17%; PBS_RIF_DDmtb:16%	0.3008	0.00649082491995739	335.25	355	419	376	308	234	381.66	307.17
PPE12	Rv0755c	PPE family protein PPE12	hypoxia_late:12%	0.3044	0.0079610041629338	338.12	320	410	423	323	233	86.68	69.32
Rv3525c	Rv3525c	siderophore-binding protein	hypoxia_late:12%	0.3787	0.0692339529779009	331.8	239	297	326	433	381	54.71	41.31
alkA	Rv1317c	bifunctional regulatory protein/DNA repair enzyme AlkA	nutrient_limitation:23%; PBS_RIF_DDmtb:15%	0.284	0.00367724763248283	332.9	381	408	369	288	235	127.02	103.3
PE22	Rv2107	PE family protein PE22	hypoxia_late:24%; hypoxia_hypoxic:16%; human_sputum:12%	0.4855	0.209476290308699	345.64	254	202	237	555	569	29.87	20.46
MT0492	MT0492	hypothetical protein	hypoxia_hypoxic:24%	0.4082	0.139864476676568	329.68	283	193	225	489	527	105.54	78.05
vapC24	Rv0240	ribonuclease VapC24	low_iron:12%	0.3322	0.0319453444068315	330.43	295	309	306	391	356	103.92	81.36
Rv3541c	Rv3541c	hypothetical protein	human_sputum:19%; microaerophilic:13%; hypoxia_fatty_acids:11%	0.4229	0.143304479364739	342.22	244	239	288	476	512	35.89	26.07
Rv0332	Rv0332	hypothetical protein	hypoxia_fatty_acids:19%	0.3009	0.0118152082724876	340.71	352	391	372	332	264	140.06	112.58
papA5	Rv2939	phthiocerol/phthiodiolone dimycocerosyl transferase	human_sputum:12%	0.3387	0.0241832167176439	347.97	271	420	433	378	258	78.03	60.85
Rv2023A	Rv2023A	hypothetical protein	human_sputum:31%; hypoxia_late:17%	0.3852	0.0936515142834495	340.92	256	280	294	470	431	49.15	36.86
Rv1072	Rv1072	transmembrane protein	hypoxia_fatty_acids:15%	0.2694	0.00100819657208866	345.73	406	448	396	304	205	2885.85	2376.03
MT3297	MT3297	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	0.3466	0.0576650786101457	331.12	301	282	272	410	404	148.99	115.89
MT1479.1	MT1479.1	hypothetical protein	ctl_exponential:17%; hypoxia_hypoxic:12%	0.3386	0.0290353793560027	351.15	287	396	398	395	290	456.23	357.87
Rv2086	Rv2086	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%; microaerophilic:11%	0.4609	0.186289095103018	362.71	236	268	303	541	521	17.2	11.96
Rv1773c	Rv1773c	transcriptional regulator	tyloxopol:8%	0.3059	0.016797064887431	340.89	340	369	347	344	306	101.24	80.98
Rv2011c	Rv2011c	hypothetical protein	hypoxia_fatty_acids:29%; ctl_stationary:22%	0.3837	0.106355237383393	342.85	261	263	274	487	466	49.09	36.73
vapC12	Rv1720c	ribonuclease VapC12	hypoxia_late:21%; ctl_stationary:10%	0.4339	0.185817658491671	346.26	290	199	236	497	588	26.04	18.67
lipU	Rv1076	lipase LipU	PBS_RIF_DDmtb:15%	0.2931	0.00871261377415892	349.04	365	413	407	324	250	152.5	123.38
ctpJ	Rv3743c	cation transporter ATPase J	cholesterol:18%; hypoxia_late:17%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	0.3396	0.0480695872988689	345.52	288	349	338	392	365	17.77	13.62
cyp123	Rv0766c	cytochrome P450 Cyp123	butyrate:17%; hypoxia_fatty_acids:16%; ctl_stationary:11%; hypoxia_late:10%	0.3679	0.0801933992437013	360.11	246	340	380	474	380	25.95	19.57
ctpD	Rv1469	cobalt/nickel-exporting P-type ATPase	hypoxia_late:15%	0.2686	0.00316747821184935	353.76	413	450	363	325	238	137.68	113.24
MT3972.1	MT3972.1	hypothetical protein	ctl_exponential:13%	0.4885	0.239523668857675	380	328	287	301	569	450	98.89	68.91
MT1490	MT1490	hypothetical protein	hypoxia_late:38%; PBS_RIF_DDmtb:12%	0.6911	0.488633147213482	374.75	469	186	207	488	626	14.46	7.98
Rv0763c	Rv0763c	ferredoxin	microaerophilic:16%; hypoxia_fatty_acids:13%; ctl_stationary:11%	0.4656	0.230479834381381	378.4	326	254	293	532	533	53.78	37.81
Rv1985c	Rv1985c	HTH-type transcriptional regulator	ctl_stationary:15%; hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:10%	0.333	0.0499452242240321	354.49	297	348	356	407	369	45.29	35.32
