GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_noDrug	Rv0494_DMSO_noDrug
rplU	Rv2442c	50S ribosomal protein L21	acidic:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%; ctl_exponential:10%; human_sputum:10%	0.2154	0.453854510999362	397.67	72	92	112	4169	42	830.34	677.4
adhC	Rv3045	NADP-dependent alcohol dehydrogenase	human_sputum:8%	0.1581	0.447358353679614	314.86	410	455	432	106	258	383.83	346.45
Rv0108c	Rv0108c	hypothetical protein	ctl_exponential:20%	0.1982	0.757261066703977	319.66	380	359	452	68	460	1332.76	1169.8
MT0116.1	MT0116.1	hypothetical protein	acidic_tyloxopol:23%; butyrate_plus_glucose:14%; butyrate:12%; low_iron:12%; tyloxopol:11%	0.1768	0.65460092279466	308.1	354	323	367	125	426	314.92	280.12
metT	Rvnt07	tRNA-Met	human_sputum:22%; ctl_exponential:14%	0.2495	0.612666781506241	383.84	59	56	90	3827	131	292.67	232.62
glyU	Rvnt04	tRNA-Gly	hypoxia_late:32%; hypoxia_hypoxic:28%	0.3435	0.845126208927698	337.31	164	67	120	1354	533	36.16	26.17
tal	Rv1448c	transaldolase	tyloxopol:9%	0.1451	0.264643824619677	304.3	406	465	387	107	240	515.97	469.97
lppX	Rv2945c	lipoprotein LppX	tyloxopol:11%; INDIGO_exponential:10%	0.1428	0.270311926838645	299.57	414	452	351	104	256	378.51	345.22
Rv1158c	Rv1158c	hypothetical protein	tyloxopol:14%; hypoxia_late:11%; hypoxia_hypoxic:11%; butyrate_plus_glucose:10%	0.254	0.641043081313237	382.79	45	74	87	3749	143	412.43	328.31
rplI	Rv0056	50S ribosomal protein L9	zinc_limitation:16%	0.1608	0.506291338553485	317.23	415	425	475	103	260	691.37	622.62
rpsD	Rv3458c	30S ribosomal protein S4	tyloxopol:10%	0.1906	0.38400519978021	400.79	94	98	78	4302	37	1099.79	913.51
MT0726.1	MT0726.1	hypothetical protein	human_sputum:14%; hypoxia_rar:12%	0.1856	0.411489938957803	396.34	102	88	66	4326	38	1101.16	917.55
Rv2971	Rv2971	oxidoreductase	tyloxopol:10%	0.1522	0.416621328653993	318.51	411	453	450	105	263	305.18	276.46
MT2007	MT2007	hypothetical protein	hypoxia_fatty_acids:15%; zinc_limitation:10%	0.23	0.616374727148562	395.29	104	55	22	3557	305	83.51	67.07
fadD11.1	Rv1549	fatty-acid-CoA ligase fadD11_1	hypoxia_late:12%	0.1701	0.632889901331542	320.79	368	374	386	124	410	86.22	77
Rv3136A	Rv3136A	hypothetical protein	zinc_limitation:21%; hypoxia_rar:10%	0.2082	0.461846179851004	410.17	78	107	111	4167	49	972.6	798.16
plcA	Rv2351c	membrane-associated phospholipase A	ctl_stationary:14%; hypoxia_late:13%; human_sputum:11%	0.1969	0.555417743689155	389.88	93	85	39	4250	71	52.44	43.15
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	0.1413	0.326455967127189	309.19	412	443	380	116	266	275.64	251.65
cobQ2	Rv3713	cobyric acid synthase CobQ	hypoxia_late:12%	0.1509	0.481046844964816	312.72	381	401	358	120	361	113.14	102.47
rpsB	Rv2890c	30S ribosomal protein S2	hypoxia_rar:10%; hypoxia_hypoxic:10%	0.1987	0.451448751418507	415.13	85	106	106	4252	47	604.48	499.04
rpsF	Rv0053	30S ribosomal protein S6	hypoxia_rar:12%; hypoxia_hypoxic:11%	0.2313	0.540753202800868	415.72	67	105	140	3936	80	262.53	211.52
rplN	Rv0714	50S ribosomal protein L14	hypoxia_rar:10%	0.1788	0.415142400519879	396.4	109	100	48	4337	40	740.49	620.15
Rv2016	Rv2016	hypothetical protein	zinc_limitation:19%; hypoxia_fatty_acids:19%	0.191	0.809237127840442	332.59	389	326	379	152	467	44.47	38.98
PE_PGRS60	Rv3652	PE-PGRS family-related protein PE_PGRS60	hypoxia_late:23%	0.1826	0.761839196793149	339.03	336	302	385	181	542	73.29	64.74
recC	Rv0631c	exonuclease V subunit gamma RecC	hypoxia_late:47%	0.1755	0.714271930270594	334.01	424	412	482	111	324	22.37	19.79
Rv0089	Rv0089	methyltransferase	hypoxia_late:8%	0.2195	0.62456215320394	402.39	76	79	75	4050	108	72.58	58.76
higB	Rv1955	toxin HigB	hypoxia_fatty_acids:32%	0.2319	0.625450338875829	409.81	79	90	88	3708	158	61.36	49.25
Rv2018	Rv2018	hypothetical protein	acidic:9%	0.1751	0.709500684666245	344.42	388	416	419	131	432	54.65	48.63
atpG	Rv1309	ATP synthase subunit gamma	ctl_exponential:12%; INDIGO_exponential:12%; tyloxopol:11%	0.1365	0.298679050805627	316.56	438	475	369	123	254	1073.41	983.59
cobQ1	Rv0255c	cobyric acid synthase	hypoxia_late:20%	0.1411	0.422482779313753	316.02	425	437	325	117	343	75.16	68.53
tyrS	Rv1689	tyrosine--tRNA ligase	hypoxia_late:14%	0.1478	0.469458460337871	330.01	439	480	428	110	282	139.11	126.39
ppa	Rv3628	inorganic pyrophosphatase	tyloxopol:12%	0.1981	0.787663725546759	358.69	363	386	544	171	384	101.54	88.87
metB	Rv1079	cystathionine gamma-synthase	PBS_RIF_DDmtb:10%	0.1546	0.514134476901081	345.08	407	481	522	126	279	318.8	288.4
Rv2864c	Rv2864c	penicillin-binding lipoprotein	hypoxia_late:18%	0.1957	0.507797652139581	415.94	89	102	100	4273	50	103.52	85.45
lprE	Rv1252c	lipoprotein LprE	hypoxia_late:13%; tyloxopol:11%	0.2127	0.611602867270099	412.43	84	87	84	4013	111	76.07	62.02
Rv0203	Rv0203	hypothetical protein	hypoxia_late:11%; hypoxia_rar:11%; ctl_exponential:11%	0.1714	0.690109224541364	349.54	441	459	514	118	307	299.85	268.04
Rv0726c	Rv0726c	S-adenosylmethionine-dependent methyltransferase	human_sputum:12%	0.2021	0.596178740529436	410.73	88	94	79	4129	83	60.66	49.79
rpmJ	Rv3461c	50S ribosomal protein L36	human_sputum:13%; ctl_exponential:12%	0.1926	0.532961084599608	418.55	92	99	94	4291	57	1611.01	1335.45
lipO	Rv1426c	esterase LipO	hypoxia_late:13%	0.1453	0.463288376777177	340.58	396	470	461	133	313	142.02	129.25
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	0.3332	0.899520218128516	358.64	205	65	117	1323	631	28.44	20.57
PE_PGRS58	Rv3590c	PE-PGRS family protein PE_PGRS58	hypoxia_late:34%	0.1782	0.800731802904389	339.82	575	467	437	80	280	61.99	55.08
Rv0653c	Rv0653c	transcriptional regulator	high_iron:13%; tyloxopol:12%	0.2494	0.697782376772978	422.05	50	97	124	3841	161	270.05	215.08
PE_PGRS54	Rv3508	PE-PGRS family protein PE_PGRS54	cholesterol:19%; hypoxia_late:17%	0.285	0.643064088546929	442.7	43	118	193	3096	333	133.67	103.87
fusA1	Rv0684	elongation factor G	INDIGO_exponential:9%	0.1323	0.308831212257719	319.95	459	476	336	130	271	1389.89	1277.23
Rv0927c	Rv0927c	oxidoreductase	hypoxia_late:30%	0.1779	0.790380806596539	346.04	435	402	414	122	429	46.95	41.65
Rv0925c	Rv0925c	hypothetical protein	human_sputum:10%	0.2059	0.576150667215394	427.85	80	104	127	4156	73	151.72	124.41
moaE1	Rv3119	molybdopterin synthase catalytic subunit 1	acidic:12%	0.1365	0.410376118130738	326.73	450	474	350	119	316	342.05	313.35
Rv1523	Rv1523	methyltransferase	hypoxia_late:15%	0.2512	0.550687378827121	453.47	64	164	238	3229	180	25.57	20.15
rpoA	Rv3457c	DNA-directed RNA polymerase subunit alpha	high_iron:9%	0.1908	0.482832740787512	433.41	100	115	113	4224	60	817.42	679.76
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	0.2073	0.553310182446295	436.97	99	109	139	4164	61	812.43	666.49
dppD	Rv3663c	dipeptide ABC transporter ATP-binding protein DppD	hypoxia_late:13%	0.1462	0.499121260049853	346.46	408	489	436	132	338	79.46	72.26
Rv3690	Rv3690	membrane protein	hypoxia_late:11%; human_sputum:11%	0.1498	0.576823393130775	344.28	390	432	405	145	403	109.21	99.01
espA	Rv3616c	ESX-1 secretion-associated protein EspA	acidic:20%; acidic_tyloxopol:13%; zinc_limitation:11%; butyrate:10%	0.1842	0.467130036561084	433.09	105	111	109	4297	53	954.38	796.36
cmaA1	Rv3392c	cyclopropane mycolic acid synthase CmaA	hypoxia_late:12%; tyloxopol:10%	0.1582	0.636354985835443	356.56	358	417	454	150	463	54.96	49.45
Rv0426c	Rv0426c	transmembrane protein	acidic:10%	0.1316	0.339724671926719	322.96	472	478	315	128	296	478.05	439.44
MT2588	MT2588	hypothetical protein	hypoxia_hypoxic:11%; human_sputum:11%; nutrient_limitation:11%	0.2099	0.67606716637312	421.3	96	72	46	3991	207	132.87	108.48
MT0525	MT0525	hypothetical protein	tyloxopol:9%	0.2257	0.595748748881523	447.48	101	135	159	3781	100	112.9	91.36
Rv0504c	Rv0504c	hypothetical protein	hypoxia_late:8%	0.2334	0.599979694407843	447.51	97	137	167	3686	112	104.23	83.87
csm4	Rv2820c	CRISPR type III-associated RAMP protein Csm4	hypoxia_late:16%	0.1824	0.816682461606885	356.94	434	407	468	141	398	49.59	43.91
MT0392	MT0392	hypothetical protein	hypoxia_late:19%; tyloxopol:12%	0.1769	0.769113531945876	365.52	420	430	546	151	350	159.02	141.43
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	0.1849	0.827483869310407	363.63	416	396	483	157	422	40.08	35.26
PE_PGRS52	Rv3388	PE-PGRS family protein PE_PGRS52	hypoxia_late:39%	0.2198	0.554957420527981	450.63	82	147	197	3718	99	34.38	27.79
PPE64	Rv3558	PPE family protein PPE64	hypoxia_late:26%; human_sputum:14%	0.1535	0.618180616067986	352.12	366	411	397	159	479	26.36	23.72
PE_PGRS14	Rv0834c	PE-PGRS family protein PE_PGRS14	microaerophilic:59%	0.1867	0.829118568712943	365.47	467	466	449	75	508	186.67	165.12
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	0.1749	0.752309314607058	368.48	338	345	372	223	615	39.08	34.63
Rv0794c	Rv0794c	oxidoreductase	hypoxia_late:16%	0.1996	0.61866047219155	434.87	90	110	116	4121	87	50.18	41.21
rpsK	Rv3459c	30S ribosomal protein S11	hypoxia_rar:9%	0.1685	0.412894446661278	421.68	122	112	70	4362	44	1237.24	1044.05
nrdB	Rv0233	ribonucleoside-diphosphate reductase subunit beta NrdB	microaerophilic:23%; hypoxia_fatty_acids:18%	0.1295	0.341587611119921	337.01	486	506	361	134	278	381.69	351.41
adhD	Rv3086	alcohol dehydrogenase D	nutrient_limitation:15%	0.1805	0.528381702749962	435.6	113	116	91	4271	65	201.95	169.02
Rv0622	Rv0622	membrane protein	hypoxia_late:19%; ctl_stationary:11%	0.2084	0.66735524775298	439.08	115	93	62	3590	276	14.4	11.59
Rv2252	Rv2252	diacylglycerol kinase	PBS_RIF_DDmtb:15%; hypoxia_late:11%	0.1687	0.747838409632722	372.84	373	408	435	180	518	30.86	27.49
fadD13	Rv3089	long chain-fatty-acid--CoA ligase FadD13	hypoxia_late:11%; nutrient_limitation:10%	0.1789	0.605608016922215	420.25	111	103	55	4314	76	66.15	55.2
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.278	0.848010987793031	414.59	144	75	107	2226	558	18.1	13.67
embA	Rv3794	arabinosyltransferase A	hypoxia_late:11%; high_iron:11%; tyloxopol:10%	0.1371	0.434882624768978	363.5	453	555	477	137	287	166.3	152.25
Rv0157A	Rv0157A	hypothetical protein	acidic:14%	0.1773	0.785853820274797	382.22	374	398	456	196	534	210.03	186.6
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	0.1506	0.644685215552173	357.86	437	454	476	136	357	68.82	62.3
Rv0831c	Rv0831c	hypothetical protein	tyloxopol:13%; ctl_exponential:10%	0.1874	0.836188537346725	383.74	391	421	511	114	594	422.15	373.42
cas2	Rv2816c	CRISPR-associated endoribonuclease Cas2	tyloxopol:24%; ctl_exponential:15%	0.2669	0.724048302015489	457.24	42	108	180	3653	262	475.12	373.42
secA1	Rv3240c	protein translocase subunit SecA	zinc_limitation:12%	0.1312	0.378836281206217	355.41	469	515	466	140	272	256.31	235.64
Rv0846c	Rv0846c	oxidase	microaerophilic:19%; hypoxia_late:15%; hypoxia_fatty_acids:10%	0.1433	0.619591534025507	353.42	431	447	283	161	510	30.02	27.27
ctpI	Rv0107c	cation-transporter ATPase I	zinc_limitation:13%; hypoxia_late:10%	0.1309	0.39267149089167	352.7	477	518	402	153	285	129.77	119.3
aspS	Rv2572c	aspartate--tRNA ligase	zinc_limitation:15%; hypoxia_late:13%	0.1374	0.475575578061034	365.19	445	533	489	135	311	114.9	105.12
glnA1	Rv2220	glutamine synthetase	tyloxopol:12%	0.184	0.532761083653637	454.9	106	126	138	4282	63	532.07	443.8
rpmI	Rv1642	50S ribosomal protein L35	hypoxia_hypoxic:13%; human_sputum:10%	0.1774	0.511853699651074	448.19	117	130	101	4277	67	2359.93	1981.82
Rv2230c	Rv2230c	GTP cyclohydrolase	hypoxia_late:17%	0.1327	0.486050640023203	347.99	473	496	337	139	365	114.48	105.12
rplX	Rv0715	50S ribosomal protein L24	acidic:9%	0.1274	0.371638246730496	351.91	497	520	389	147	284	1263.43	1165.11
PE_PGRS43	Rv2490c	PE-PGRS family protein PE_PGRS43	hypoxia_late:61%	0.2096	0.596072026531256	477.72	118	176	208	3713	96	17.86	14.46
Rv2468A	Rv2468A	hypothetical protein	ctl_exponential:12%	0.1527	0.685553387137635	373.32	433	460	513	160	363	483.94	438.05
lpqH	Rv3763	lipoprotein LpqH	acidic:14%; ctl_exponential:10%	0.1562	0.714829490981046	378.09	490	497	574	138	292	708.32	640.08
vapC23	Rv2863	ribonuclease VapC23	hypoxia_late:17%; ctl_stationary:14%	0.1823	0.838543754859531	393.8	369	367	446	228	607	44.74	39.56
Rv1532c	Rv1532c	hypothetical protein	hypoxia_late:9%	0.1841	0.87088653846419	384.7	404	352	472	211	527	58.54	51.56
mihF	Rv1388	integration host factor MihF	zinc_limitation:13%; hypoxia_rar:11%	0.1447	0.579674779198294	380.99	457	529	564	154	291	1224.48	1115.81
PPE14	Rv0915c	PPE family protein PPE14	hypoxia_late:33%; microaerophilic:28%	0.1481	0.708188902297613	369.11	421	414	272	190	621	22.72	20.54
Rv1024	Rv1024	membrane protein	hypoxia_late:16%	0.1434	0.626985731134219	370.96	418	462	421	175	425	119.43	108.86
adk	Rv0733	adenylate kinase	ctl_exponential:10%; tyloxopol:10%	0.1402	0.560491665812809	377.54	456	512	535	156	308	656.14	599.6
Rv1362c	Rv1362c	membrane protein	hypoxia_late:10%	0.1458	0.671830562902287	377.46	429	448	470	172	419	118.02	107.19
canA	Rv1284	beta-carbonic anhydrase	acidic_tyloxopol:18%	0.2615	0.694949607854813	496.21	87	153	310	3155	253	31.47	24.51
PE_PGRS35	Rv1983	PE-PGRS family protein PE_PGRS35	hypoxia_late:15%	0.129	0.480004040941127	357.67	487	501	364	146	359	87.04	80.09
MT3449.2	MT3449.2	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%	0.3581	0.928990557607959	415.94	222	113	280	1172	649	26.56	18.82
rpmD	Rv0722	50S ribosomal protein L30	hypoxia_rar:10%; high_iron:10%	0.1353	0.533025309406483	374.25	446	503	457	183	334	1363.66	1250.75
rplD	Rv0702	50S ribosomal protein L4	butyrate_plus_glucose:10%	0.1615	0.497052712510661	448.97	131	132	86	4372	58	2129.08	1806.01
Rv0849	Rv0849	MFS-type transporter	microaerophilic:57%	0.1921	0.685971825727053	469.05	112	122	131	3970	149	29.83	24.57
zmp1	Rv0198c	zinc metalloprotease	human_sputum:9%	0.1321	0.49094110793241	372.21	508	549	462	144	289	235.84	216.7
frdD	Rv1555	fumarate reductase membrane anchor subunit	acidic:20%; hypoxia_late:17%; acidic_tyloxopol:16%	0.2351	0.789077061644439	464.67	157	89	99	2795	529	13.69	10.73
recD	Rv0629c	exonuclease V subunit alpha RecD	hypoxia_late:28%	0.1639	0.810891487885357	386.36	462	449	527	179	371	58.76	52.73
sodC	Rv0432	superoxide dismutase	tyloxopol:14%; high_iron:10%	0.1261	0.417075320514168	366.38	511	543	394	158	302	444.96	410.66
Rv0331	Rv0331	dehydrogenase/reductase	hypoxia_fatty_acids:54%; butyrate:10%	0.1766	0.852327396255045	396.39	449	457	481	165	493	25.12	22.24
Rv2298	Rv2298	oxidoreductase	PBS_RIF_DDmtb:8%	0.1336	0.519826385247447	375.14	466	535	443	155	347	170.16	156.15
rpsI	Rv3442c	30S ribosomal protein S9	hypoxia_rar:10%	0.19	0.643048065685412	478.11	127	142	165	4216	70	731.53	607.49
Rv2159c	Rv2159c	hypothetical protein	microaerophilic:20%; cholesterol:14%; acidic_tyloxopol:10%	0.2233	0.767354261182175	477.69	74	120	145	3929	225	526.83	428.22
Rv3077	Rv3077	hydrolase	hypoxia_late:18%	0.1954	0.692582393837505	479.02	124	138	163	4081	98	41.21	33.9
fdxB	Rv3554	electron transfer protein FdxB	human_sputum:17%; hypoxia_late:13%	0.1337	0.557000711415322	375.66	460	524	441	149	375	59.4	54.42
adhB	Rv0761c	alcohol dehydrogenase B	ctl_exponential:11%	0.1768	0.859497963829969	406.6	426	441	560	127	588	344.26	306.67
lpqG	Rv3623	lipoprotein LpqG	hypoxia_late:10%	0.141	0.68196798615597	381.97	475	484	460	164	387	139.55	127.29
hns	Rv3852	histone-like protein Hns	hypoxia_hypoxic:10%	0.1673	0.574927502010366	457.44	120	119	122	4360	64	856.18	722.32
Rv3705A	Rv3705A	hypothetical protein	hypoxia_late:12%	0.1645	0.793476814040925	414.6	393	461	426	209	646	53.38	47.89
Rv2275	Rv2275	cyclo(L-tyrosyl-L-tyrosyl) synthase	INDIGO_exponential:13%; high_iron:11%; human_sputum:10%; tyloxopol:10%	0.1354	0.621731087714911	380.39	447	471	412	186	430	97.68	89.41
mce1D	Rv0172	Mce family protein Mce1D	butyrate_plus_glucose:15%; acidic_tyloxopol:10%	0.1267	0.467535737184856	377.4	493	523	442	185	304	395.69	365
cmaA2	Rv0503c	cyclopropane mycolic acid synthase	acidic_tyloxopol:12%	0.1339	0.568660241675632	386.29	500	558	487	148	326	234.94	215.59
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	0.1337	0.546491171096533	391.28	448	527	501	201	332	708.36	650.19
Rv0769	Rv0769	oxidoreductase	butyrate:16%; hypoxia_fatty_acids:11%; ctl_stationary:10%	0.2056	0.739110489041257	493.81	98	121	171	3911	213	36.5	29.74
Rv1762c	Rv1762c	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	0.1593	0.795900182825589	408.57	402	428	485	227	540	44.49	39.93
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	0.1964	0.729396204813412	491.51	107	128	154	3978	188	36.06	29.61
kdpB	Rv1030	potassium-transporting ATPase subunit B	hypoxia_late:16%; acidic_tyloxopol:10%; human_sputum:10%	0.1343	0.638266568986382	381.16	463	479	368	177	472	30.76	28.13
Rv2226	Rv2226	hypothetical protein	hypoxia_late:12%; human_sputum:11%	0.1449	0.699253240538827	405.86	454	514	565	184	377	79.51	72.27
infC	Rv1641	initiation factor IF-3	hypoxia_hypoxic:13%	0.1623	0.564289484755238	471.09	130	145	114	4322	75	2757.47	2339.25
Rv1722	Rv1722	carboxylase	hypoxia_late:23%	0.1483	0.772717366525287	397.88	476	487	478	173	434	43.33	39.26
PE_PGRS44	Rv2591	PE-PGRS family protein PE_PGRS44	nutrient_limitation:34%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:10%	0.1522	0.789562501680061	398.15	521	494	557	167	331	178.72	161.94
Rv2000	Rv2000	hypothetical protein	hypoxia_late:21%; ctl_stationary:11%	0.1985	0.726563733591959	496.97	108	133	161	3805	230	14.04	11.38
Rv3090	Rv3090	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:17%; ctl_stationary:10%	0.2241	0.782875394501019	498.52	143	154	166	3263	298	13.42	10.67
Rv2843	Rv2843	hypothetical protein	hypoxia_late:15%	0.1564	0.840992067361225	392.43	541	488	427	142	446	95.68	86.34
pyrC	Rv1381	dihydroorotase	hypoxia_late:20%; zinc_limitation:12%	0.1583	0.692375243834738	446.47	139	124	49	4353	95	69.45	58.84
Rv2250c	Rv2250c	HTH-type transcriptional regulator	hypoxia_late:19%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	0.229	0.798434777175404	495.67	132	125	164	3333	328	19.14	15.21
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	0.1454	0.752498985362169	399.33	455	456	499	193	441	115.7	105.22
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	0.124	0.449262075116308	386.93	519	569	433	187	297	690.39	638.14
Rv2251	Rv2251	flavoprotein	hypoxia_late:14%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	0.1406	0.713210139059528	400.41	482	526	494	168	399	62.82	57.3
ald	Rv2780	L-alanine dehydrogenase	cholesterol:28%; low_iron:27%	0.1501	0.788835875517243	407.84	509	499	588	170	353	145.5	132
Rv3087	Rv3087	diacyglycerol O-acyltransferase	hypoxia_late:18%; nutrient_limitation:11%	0.1675	0.656671237040743	477.16	128	148	121	4258	90	88.72	74.83
metE	Rv1133c	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	microaerophilic:14%	0.1784	0.667599734170133	496.09	121	171	169	4179	93	2255.89	1892.24
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	0.1316	0.579529618427919	401.72	468	525	536	182	362	145.99	134.07
Rv3196A	Rv3196A	hypothetical protein	acidic:14%; ctl_exponential:12%	0.1788	0.879370102810942	433.53	442	482	608	225	461	246.06	218.53
Rv3137	Rv3137	histidinol-phosphatase	acidic:19%; zinc_limitation:17%; PBS_RIF_DDmtb:11%	0.128	0.528981014679484	397.92	514	597	458	163	341	267.41	246.4
Rv3662c	Rv3662c	hypothetical protein	butyrate:15%; low_iron:12%; cholesterol:12%; butyrate_plus_glucose:11%	0.1999	0.802510627375484	495.09	91	123	141	4094	218	508.91	420.49
Rv3770B	Rv3770B	transposase	zinc_limitation:43%	0.169	0.863503036992494	426	405	393	424	284	666	95.34	85.14
cdh	Rv2289	CDP-diacylglycerol pyrophosphatase	acidic:10%	0.1317	0.609231547248736	403.12	524	580	495	162	340	230.33	211.69
esxC	Rv3890c	ESAT-6 like protein EsxC	hypoxia_rar:10%	0.1602	0.839468951479842	425.43	501	528	587	178	408	264.66	238.37
Rv2633c	Rv2633c	hypothetical protein	acidic_tyloxopol:21%; butyrate:12%; acidic:11%	0.2114	0.749545573734665	523.98	125	173	251	3798	160	83.5	68.05
esxR	Rv3019c	ESAT-6 like protein EsxR	microaerophilic:23%; hypoxia_late:14%	0.1545	0.822013191634133	418.31	432	422	330	260	710	66.96	60.48
MT0903	MT0903	hypothetical protein	hypoxia_late:16%; ctl_stationary:10%	0.1938	0.917496001483389	443.5	382	380	549	315	629	29.35	25.55
pdc	Rv0853c	alpha-keto-acid decarboxylase	hypoxia_late:13%	0.1413	0.732822899372188	416.41	495	563	539	174	386	58.28	53.12
rpsS	Rv0705	30S ribosomal protein S19	butyrate_plus_glucose:9%	0.1187	0.465291230565154	392.58	537	551	425	200	312	2399.34	2225.94
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	0.1342	0.639218219686015	415.48	507	576	550	176	349	500.74	459.5
Rv1893	Rv1893	hypothetical protein	acidic_tyloxopol:15%	0.1808	0.752453931209597	500.24	123	134	144	4122	168	194.88	162.76
MT2405	MT2405	hypothetical protein	hypoxia_late:12%; ctl_stationary:12%	0.2618	0.937558261522529	470.2	221	77	104	2271	725	16.9	12.92
fabG3	Rv2002	20-beta-hydroxysteroid dehydrogenase	hypoxia_late:11%	0.1898	0.911525855173933	449.94	461	517	651	233	444	58.4	51.37
Rv0771	Rv0771	4-carboxymuconolactone decarboxylase	hypoxia_late:16%; butyrate:11%	0.2435	0.840192167503184	517.93	133	127	201	3259	389	20.5	16.06
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	0.1254	0.529228307577862	415.82	510	595	531	192	327	656.75	606.39
lpqY	Rv1235	trehalose ABC transporter substrate-binding lipoprotein LpqY	PBS_RIF_DDmtb:12%	0.1287	0.637969932800685	409.45	503	552	439	194	415	82.72	76.13
Rv2020c	Rv2020c	conserved hypothetical protein	hypoxia_fatty_acids:16%	0.1487	0.817439065707008	425.83	428	420	390	264	676	82.81	75.11
Rv0804	Rv0804	hypothetical protein	hypoxia_late:20%	0.1577	0.7141894034239	482.07	142	141	110	4351	91	202.23	171.79
