GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
narK3	Rv0261c	nitrate/nitrite transporter	hypoxia_late:30%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.3725	0.70369709951433	266.02	287	544	409	90	134	7.53	5.17
ldtA	Rv0116c	L,D-transpeptidase LdtA	acidic:14%	0.1891	0.158530545893845	174.56	162	143	104	523	69	136.37	115.09
MT3131.1	MT3131.1	hypothetical protein	butyrate_plus_glucose:15%; acidic_tyloxopol:11%; tyloxopol:10%	0.2629	0.582103898418341	208.33	132	116	127	312	440	66.08	52.35
Rv2683	Rv2683	hypothetical protein	zinc_limitation:10%	0.2536	0.583365945387197	199.95	238	300	263	132	105	65.72	52.76
Rv1729c	Rv1729c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:13%	0.1979	0.250166387350954	181.2	150	149	120	473	103	59.35	49.61
lprD	Rv1343c	lipoprotein LprD	low_iron:24%; human_sputum:18%	0.2214	0.400988466292357	191.56	122	148	161	350	213	73.8	60.74
Rv3471c	Rv3471c	hypothetical protein	hypoxia_late:30%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	0.3718	0.806669105582734	223.09	272	183	211	116	375	10.03	6.95
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	0.1927	0.182051011238714	198.53	151	198	198	499	59	146.07	122.95
Rv3289c	Rv3289c	transmembrane protein	microaerophilic:33%; ctl_stationary:18%; hypoxia_fatty_acids:16%	0.2326	0.490482052166312	197.53	141	108	103	391	327	41.64	33.79
Rv2001	Rv2001	hypothetical protein	hypoxia_late:16%; human_sputum:14%	0.2359	0.468457535466791	214.43	114	184	209	362	240	27.5	22.14
MT3207	MT3207	hypothetical protein	hypoxia_late:42%; ctl_stationary:13%; microaerophilic:12%; PBS_RIF_DDmtb:11%	0.6225	0.89615132349249	210.28	447	12	13	155	1014	5.55	2.21
purU	Rv2964	formyltetrahydrofolate deformylase	hypoxia_late:16%	0.2135	0.359596071010136	211.1	126	192	196	451	152	41.89	34.49
tatA	Rv2094c	Sec-independent protein translocase membrane-bound protein TatA	acidic:11%	0.1914	0.194830860311674	217.07	157	238	228	514	63	1875.84	1583.98
Rv1417	Rv1417	membrane protein	acidic:10%	0.1936	0.294188529614181	201.27	159	159	119	580	115	131.24	110.26
celA2b	Rv1090	cellulase celA2b	hypoxia_late:19%; ctl_stationary:13%; PBS_RIF_DDmtb:13%	0.25	0.597375797791565	234.2	143	150	163	325	463	23.61	18.73
Rv3529c	Rv3529c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:11%	0.2504	0.59211034375538	237.44	190	337	314	199	171	18.42	14.59
mhpE	Rv3469c	4-hydroxy-2-oxovalerate aldolase MhpE	hypoxia_late:26%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	0.3219	0.722412630912825	280.72	275	519	413	129	162	15.61	11.58
Rv3643	Rv3643	hypothetical protein	hypoxia_late:39%; ctl_stationary:15%	0.535	0.878495243838353	254.58	336	125	291	102	534	12.72	7.54
prpD	Rv1130	methylcitrate dehydratase PrpD	hypoxia_fatty_acids:21%; PBS_RIF_DDmtb:20%; human_sputum:17%; nutrient_limitation:12%; acidic_tyloxopol:11%	0.212	0.379742668642124	221.77	168	267	253	397	87	40.89	33.78
Rv1893	Rv1893	hypothetical protein	acidic_tyloxopol:15%	0.236	0.50058192997013	241.16	128	219	318	407	183	173.45	141.44
Rv1501	Rv1501	hypothetical protein	human_sputum:11%	0.1904	0.275976650299607	209.41	163	174	146	638	82	91.29	76.78
Rv3528c	Rv3528c	hypothetical protein	hypoxia_late:12%; human_sputum:11%	0.1978	0.311712946513933	223.69	134	207	218	614	86	136.62	114.52
mpr12	Rvnc0016	fragment of putative small regulatory RNA	human_sputum:12%	0.3512	0.855891520475003	233.6	281	53	54	327	726	33.87	24.57
MT1070	MT1070	hypothetical protein	ctl_stationary:14%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	0.4069	0.869899313648991	249.72	317	99	143	180	670	21.58	14.61
fadD22	Rv2948c	p-hydroxybenzoyl--AMP ligase	INDIGO_exponential:14%; acidic:11%	0.1879	0.198293649792495	236.19	154	237	208	729	58	289.92	244.86
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	0.2112	0.431081783570033	225.7	131	170	188	500	212	94.93	78.75
pip	Rv0840c	proline iminopeptidase	ctl_stationary:24%; PBS_RIF_DDmtb:16%; nutrient_limitation:12%	0.2272	0.550795588721847	242.8	176	254	256	365	185	33.38	27.14
pflA	Rv3138	pyruvate formate lyase activating protein PflA	human_sputum:9%	0.1891	0.277426212483455	224.19	165	213	189	609	81	77.06	64.85
pks8	Rv1662	polyketide synthase	hypoxia_late:33%	0.1981	0.300958525433248	243.06	193	320	300	487	46	57.37	47.93
Rv1523	Rv1523	methyltransferase	hypoxia_late:15%	0.268	0.775192093865909	238.61	400	310	272	124	144	20.14	15.76
Rv3760	Rv3760	membrane protein	cholesterol:12%; hypoxia_late:11%	0.2433	0.607650101332989	262.35	148	212	275	430	287	72.35	58.46
Rv1998c	Rv1998c	hypothetical protein	ctl_stationary:15%; butyrate:15%; cholesterol:14%; hypoxia_hypoxic:12%	0.205	0.450322111421221	236.61	156	171	144	583	231	37.55	31.13
MT0099.1	MT0099.1	hypothetical protein	hypoxia_late:45%	0.294	0.782864209142799	265.76	204	191	258	232	489	20.54	15.59
fadE34	Rv3573c	acyl-CoA dehydrogenase FadE34	hypoxia_late:31%; hypoxia_fatty_acids:12%; ctl_stationary:11%	0.2158	0.427321101556974	263.24	142	322	332	424	155	16.26	13.22
Rv3167c	Rv3167c	TetR family transcriptional regulator	hypoxia_late:24%; ctl_stationary:17%	0.2894	0.748301534826503	292.57	220	327	313	197	436	12.13	9.13
cpsY	Rv0806c	exopolysaccharide phosphotransferase CpsY	PBS_RIF_DDmtb:12%	0.1936	0.342690866307251	244.77	219	294	257	495	64	85.39	71.7
MT2960	MT2960	hypothetical protein	ctl_stationary:15%; hypoxia_late:13%; PBS_RIF_DDmtb:13%	0.3432	0.873893728377955	253.57	270	56	57	361	850	19.16	13.79
frdA	Rv1552	fumarate reductase flavoprotein subunit	hypoxia_late:26%; acidic_tyloxopol:10%	0.3132	0.802288308140371	278.91	384	481	383	127	124	11.37	8.46
lprM	Rv1970	Mce family lipoprotein LprM	hypoxia_late:31%; ctl_stationary:12%	0.2328	0.656373728793085	255.71	182	224	213	349	332	13.56	10.81
Rv1057	Rv1057	hypothetical protein	nutrient_limitation:32%; hypoxia_rar:15%	0.2159	0.550893591051113	259.52	269	340	328	363	73	70.61	58.24
Rv0097	Rv0097	oxidoreductase	hypoxia_late:21%; human_sputum:19%	0.2177	0.558923973875883	264.25	169	251	259	504	193	37.02	30.37
Rv3114	Rv3114	hypothetical protein	hypoxia_late:22%; ctl_stationary:18%	0.3834	0.888253626561832	272.1	434	256	270	92	385	8.17	5.5
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	0.1829	0.318551194912544	247.02	177	245	242	607	89	100.76	85.42
PPE8	Rv0355c	PPE family protein PPE8	hypoxia_late:23%; ctl_stationary:15%; human_sputum:11%	0.2694	0.680039511996414	331.19	214	560	439	114	444	25.96	20.37
MT0032	MT0032	hypothetical protein	zinc_limitation:10%	0.1968	0.38174649502353	271.94	149	278	327	618	113	171	143.76
Rv1374c	Rv1374c	hypothetical protein	hypoxia_rar:13%; acidic_tyloxopol:11%	0.1817	0.334788041866832	249.67	166	195	239	758	84	400.09	340.04
Rv1352	Rv1352	hypothetical protein	acidic:26%	0.2223	0.626833338451019	272.19	294	357	335	333	98	161.51	132.9
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	0.1857	0.373927353163702	255.93	167	223	210	705	123	53.9	45.45
Rv3403c	Rv3403c	hypothetical protein	low_iron:30%	0.1835	0.363055385198586	261.42	175	249	215	741	99	47.27	39.88
Rv1366A	Rv1366A	hypothetical protein	hypoxia_late:15%	0.1889	0.479662675909982	254.46	173	176	129	779	198	161.69	136.37
papA1	Rv3824c	acyltransferase PapA	acidic:17%; nutrient_limitation:14%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:11%	0.1752	0.269936314461107	272.14	184	229	195	982	72	192.02	163.66
galK	Rv0620	galactokinase	hypoxia_late:74%	0.4764	0.884882335987588	366.13	466	599	595	72	280	2.98	1.53
MT1838.1	MT1838.1	hypothetical protein	hypoxia_late:17%	0.2362	0.760196259868338	276.81	217	164	193	378	498	35.18	28.45
Rv3175	Rv3175	amidase	hypoxia_late:17%; butyrate:14%	0.1915	0.477154390041101	275.73	194	255	248	747	101	62.45	52.44
Rv0488	Rv0488	amino acid transporter	hypoxia_late:21%; ctl_stationary:17%	0.3417	0.839979408281213	352.39	247	437	599	218	324	16.91	12.29
Rv3830c	Rv3830c	TetR family transcriptional regulator	butyrate_plus_glucose:41%; butyrate:11%	0.2436	0.779197462621909	291.67	236	242	225	330	454	16.8	13.32
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	0.1878	0.407413314806205	280.9	170	272	246	718	139	75.26	63.4
Rv2959c	Rv2959c	rhamnosyl O-methyltransferase	hypoxia_rar:17%; hypoxia_late:10%	0.1817	0.407044290511643	269.05	172	209	192	951	95	122.91	104.12
MT4026.1	MT4026.1	hypothetical protein	INDIGO_exponential:10%	0.2243	0.70912799431217	306.74	195	247	289	478	362	88.47	72.67
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	0.2568	0.723382500410086	366.65	229	591	503	159	452	11.55	9.01
MT0492	MT0492	hypothetical protein	hypoxia_hypoxic:24%	0.2385	0.764051796342422	321.64	174	190	319	547	460	105.54	85.58
Rv3427c	Rv3427c	transposase	human_sputum:13%; hypoxia_late:12%	0.2467	0.785682629170685	320.54	261	355	401	388	219	35.3	28.27
Rv1936	Rv1936	monooxygenase	microaerophilic:17%; hypoxia_late:13%; PBS_RIF_DDmtb:12%; hypoxia_fatty_acids:11%	0.2415	0.766536610239779	331.57	227	350	376	411	310	13.95	11.04
Rv3784	Rv3784	dTDP-glucose 4,6-dehydratase	hypoxia_late:11%; INDIGO_exponential:10%	0.2163	0.718756858341955	313.59	322	393	377	393	133	47.05	38.73
Rv2891	Rv2891	hypothetical protein	hypoxia_late:54%; PBS_RIF_DDmtb:10%	0.2583	0.802950562825611	324.97	210	269	368	297	521	10.43	8.08
Rv1973	Rv1973	Mce associated membrane protein	hypoxia_late:40%; ctl_stationary:12%	0.3055	0.885920122610332	314.78	347	262	309	217	466	14.12	10.53
PPE57	Rv3425	PPE family protein PPE57	nutrient_limitation:19%; hypoxia_rar:13%; human_sputum:11%	0.1802	0.514312808809922	273.09	187	177	145	864	202	85.83	72.75
pncB2	Rv0573c	nicotinic acid phosphoribosyltransferase PncB2	hypoxia_late:29%; ctl_stationary:14%	0.2115	0.667555150654244	326.16	233	379	369	492	201	22.67	18.59
lprL	Rv0593	Mce family lipoprotein LprL	hypoxia_late:21%; PBS_RIF_DDmtb:10%	0.2104	0.566170143552681	347.14	186	416	379	635	209	26.44	21.7
Rv1977	Rv1977	hypothetical protein	ctl_stationary:11%	0.1819	0.4623190021068	306.02	188	286	249	862	137	64.15	54.22
Rv2492	Rv2492	hypothetical protein	hypoxia_late:28%; ctl_stationary:19%	0.2457	0.796046218337022	334.14	245	339	331	376	390	16.2	12.81
MT2165	MT2165	hypothetical protein	ctl_stationary:10%	0.2605	0.863870513188181	297.71	311	205	254	261	494	33.09	26.16
MT3269	MT3269	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; human_sputum:10%	0.2746	0.887090948621207	296.85	304	79	64	464	917	11.79	8.92
PPE63	Rv3539	PPE family protein PPE63	hypoxia_late:17%	0.1903	0.53788868669075	333.11	171	312	303	833	203	29.12	24.31
Rv0687	Rv0687	NAD-dependent oxidoreductase	microaerophilic:17%; ctl_stationary:16%	0.1777	0.494473849807737	314.26	191	266	229	1063	116	99.31	84.31
Rv1760	Rv1760	diacylglycerol acyltransferase	hypoxia_late:12%; acidic_tyloxopol:10%	0.171	0.47379530311203	299.75	200	234	181	1095	112	59.2	50.49
mce2F	Rv0594	Mce family protein Mce2F	PBS_RIF_DDmtb:13%; hypoxia_late:13%	0.1842	0.556037990490992	331.71	185	285	308	895	172	33.71	28.35
Rv3177	Rv3177	peroxidase	hypoxia_late:16%; butyrate:12%; ctl_stationary:11%	0.2261	0.785206626572315	344.82	246	315	347	563	291	23.59	19.06
Rv1975	Rv1975	hypothetical protein	hypoxia_late:19%; ctl_stationary:13%	0.2442	0.791495722041889	375.19	303	495	416	416	269	28.49	22.75
MTS1635	MTS1635	small intergenic RNA	human_sputum:13%	0.1794	0.596929488627872	310.82	197	189	158	1080	223	129.78	110.13
Rv3399	Rv3399	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:17%; human_sputum:10%	0.1951	0.66846042775046	343.53	226	316	336	774	188	40.56	33.84
Rv3833	Rv3833	AraC family transcriptional regulator	hypoxia_fatty_acids:19%; butyrate:12%	0.2365	0.821286870453644	348.08	260	324	384	524	278	27.34	21.99
MT2396	MT2396	hypothetical protein	ctl_stationary:19%; hypoxia_late:17%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	0.5436	0.957903358598045	285.43	641	111	98	126	756	8.8	4.78
Rv2277c	Rv2277c	glycerolphosphodiesterase	hypoxia_late:22%; human_sputum:15%	0.2585	0.848618687008206	358.18	215	274	566	364	422	13.99	10.94
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	0.2713	0.900947418226973	322.2	368	204	217	314	568	74.36	58.62
Rv2307A	Rv2307A	hypothetical protein	hypoxia_late:17%; human_sputum:13%	0.3522	0.943655754877165	297.17	484	103	106	263	758	16.24	11.54
lppK	Rv2116	lipoprotein LppK	hypoxia_late:21%	0.2044	0.725489220098885	368.71	199	279	267	735	473	27.33	22.54
Rv1503c	Rv1503c	conserved hypothetical protein	hypoxia_late:17%; ctl_stationary:13%	0.2953	0.890608533416091	378.83	334	419	701	227	290	22.85	17.42
Rv3166c	Rv3166c	hypothetical protein	hypoxia_late:19%	0.1818	0.627438705200879	341.62	189	258	220	988	267	37.09	31.27
cut1	Rv1758	cutinase	hypoxia_late:36%; ctl_stationary:23%; PBS_RIF_DDmtb:14%	0.3401	0.946834099949225	296.22	572	206	167	153	506	7.81	5.46
whiB6	Rv3862c	transcriptional regulator WhiB6	hypoxia_fatty_acids:39%; zinc_limitation:24%	0.4239	0.947832505920944	354.59	456	253	456	139	564	10.33	6.72
mce3D	Rv1969	Mce family protein Mce3D	hypoxia_late:35%; ctl_stationary:13%	0.2889	0.906385887212956	368.88	441	498	443	205	301	9.21	6.93
Rv0195	Rv0195	two component transcriptional regulator	ctl_stationary:19%; hypoxia_late:16%; human_sputum:12%; nutrient_limitation:12%; PBS_RIF_DDmtb:11%	0.2839	0.901622383654684	369.95	380	335	320	267	583	7.01	5.18
ppsD	Rv2934	phthiocerol synthesis polyketide synthase type I PpsD	zinc_limitation:13%; hypoxia_rar:10%; microaerophilic:10%	0.1692	0.270192460883827	409.4	192	232	154	2626	71	87.65	74.87
Rv2309c	Rv2309c	integrase	tyloxopol:10%	0.1735	0.637128241732446	338.01	213	216	180	1180	221	106.83	91.07
lppU	Rv2784c	lipoprotein LppU	acidic_tyloxopol:11%	0.1706	0.58814135338201	343.55	207	250	212	1255	156	149.62	127.87
Rv1359	Rv1359	transcriptional regulator	hypoxia_late:9%	0.1714	0.645155059171444	337.62	221	211	165	1157	244	57.19	48.74
Rv0678	Rv0678	hypothetical protein	microaerophilic:23%; ctl_stationary:21%; hypoxia_fatty_acids:16%	0.1732	0.638411304589501	344.54	212	230	186	1229	207	105.52	89.94
Rv2971	Rv2971	oxidoreductase	tyloxopol:10%	0.1671	0.360162037855756	383.64	201	194	166	2288	83	331.25	284.25
MT3204	MT3204	hypothetical protein	hypoxia_late:11%	0.1806	0.736186870046902	356.42	222	193	173	1053	400	106.12	89.9
galE2	Rv0501	UDP-glucose 4-epimerase GalE	human_sputum:9%	0.1675	0.320074645814592	411.26	203	240	194	2380	80	365.32	313.3
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.1704	0.491281641541962	385.28	202	227	178	2129	88	246.73	211.03
Rv0031	Rv0031	transposase	acidic_tyloxopol:10%	0.2645	0.915180652641418	353.59	372	231	235	428	553	41.05	32.45
MT2958.1	MT2958.1	hypothetical protein	hypoxia_late:44%	0.2447	0.887026109035345	376.34	309	299	338	338	643	11.69	9.15
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.244	0.893563475289548	369.5	301	225	250	471	689	17.06	13.47
Rv2561	Rv2561	conserved hypothetical protein	tyloxopol:11%	0.1791	0.755845675168609	367.47	230	187	147	1161	433	79.46	67.32
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	0.1873	0.743671647914988	399.52	211	284	271	1032	399	107.74	90.79
Rv1507c	Rv1507c	hypothetical protein	hypoxia_late:10%	0.1699	0.556381940122004	399.6	209	203	156	2190	143	111.94	95.63
uspA	Rv2316	sugar ABC transporter permease UspA	hypoxia_late:35%; ctl_stationary:13%	0.2133	0.855425347404445	383.08	274	275	280	595	557	12.31	9.96
mmpL6	Rv1557	transmembrane transport protein MmpL6	hypoxia_late:15%; acidic_tyloxopol:12%	0.1883	0.760138013602037	410.09	285	417	380	858	230	32.01	26.8
Rv3916c	Rv3916c	hypothetical protein	microaerophilic:18%; ctl_stationary:11%	0.1696	0.500239322003752	430.76	208	281	231	2265	96	175.44	150.08
argT	Rvnt14	tRNA-Arg	hypoxia_late:13%; tyloxopol:12%; acidic_tyloxopol:11%	0.2763	0.937094493635488	372.72	389	117	125	545	990	33.28	25.64
MT0124	MT0124	hypothetical protein	acidic:16%; acidic_tyloxopol:16%; hypoxia_hypoxic:15%; hypoxia_rar:11%	0.1872	0.810821145645197	380.05	243	173	162	989	603	77.73	65.45
Rv3233c	Rv3233c	conserved hypothetical protein	high_iron:9%	0.174	0.750385813429681	398.06	254	314	312	1118	225	91.86	78.31
Rv0990c	Rv0990c	hypothetical protein	ctl_stationary:22%; hypoxia_fatty_acids:18%	0.168	0.748636591770649	370.08	224	208	174	1488	226	76.11	65.1
Rv0193c	Rv0193c	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:12%; ctl_stationary:11%; human_sputum:11%	0.1886	0.771828699611215	432.19	293	471	427	870	224	21.21	17.67
Rv3492c	Rv3492c	Mce associated protein	acidic_tyloxopol:10%	0.1627	0.486424574157618	434.68	223	210	134	2835	100	310.87	267.38
ligC	Rv3731	DNA ligase C	hypoxia_late:15%; human_sputum:12%; PBS_RIF_DDmtb:11%	0.1832	0.787548093921478	410.98	298	370	340	859	293	28.7	24.1
rpsN2	Rv2056c	30S ribosomal protein S14	zinc_limitation:40%; human_sputum:27%	0.2284	0.891993338474965	412.17	271	252	297	661	688	28.83	23.31
mce3F	Rv1971	Mce family protein Mce3F	hypoxia_late:28%; ctl_stationary:13%	0.2614	0.912397562475046	436.28	429	571	698	257	302	10.05	7.74
Rv1702c	Rv1702c	hypothetical protein	hypoxia_late:22%; human_sputum:16%	0.2076	0.833142899939908	439.14	264	394	493	598	485	74.83	62.14
Rv0763c	Rv0763c	ferredoxin	microaerophilic:16%; hypoxia_fatty_acids:13%; ctl_stationary:11%	0.2534	0.917203450725626	429.65	352	366	475	475	491	53.78	42.83
Rv3740c	Rv3740c	diacyglycerol O-acyltransferase	nutrient_limitation:42%; PBS_RIF_DDmtb:29%	0.1638	0.526835111031367	440.48	225	233	155	2510	147	61.25	52.48
Rv0434	Rv0434	hypothetical protein	human_sputum:11%	0.17	0.748902654692115	411.88	258	336	329	1371	142	163.42	139.73
mce2C	Rv0591	Mce family protein Mce2C	hypoxia_late:27%; PBS_RIF_DDmtb:15%; microaerophilic:13%	0.2146	0.860967915164183	444.86	354	527	514	594	277	17.68	14.4
Rv0726c	Rv0726c	S-adenosylmethionine-dependent methyltransferase	human_sputum:12%	0.189	0.82777780878555	423.55	388	433	400	827	186	46.39	38.92
cyp144	Rv1777	cytochrome P450 Cyp144	hypoxia_late:20%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	0.2388	0.907043037652475	440.32	444	534	502	444	298	12.43	9.83
MT3972.1	MT3972.1	hypothetical protein	ctl_exponential:13%	0.2327	0.91187993566246	415.65	371	293	371	621	457	98.89	80.45
Rv2169c	Rv2169c	transmembrane protein	acidic:11%	0.1645	0.566650928141071	471.26	218	261	223	2644	127	286.4	246.02
ppiA	Rv0009	iron-regulated peptidyl-prolyl cis-trans isomerase PpiA	tyloxopol:11%; ctl_exponential:11%	0.1598	0.51074792448704	486.39	228	291	302	2520	111	1103.74	952.6
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	0.2242	0.908555734044752	438.09	297	263	358	628	741	22.88	18.52
Rv2943A	Rv2943A	transposase	hypoxia_late:17%; acidic_tyloxopol:10%	0.2151	0.891065266194763	455.04	327	392	547	719	345	46.78	38.45
glyU	Rvnt04	tRNA-Gly	hypoxia_late:32%; hypoxia_hypoxic:28%	0.2667	0.951817699414996	393.41	453	147	142	540	937	38.62	30.11
vapB35	Rv1962A	antitoxin VapB35	PBS_RIF_DDmtb:9%	0.1748	0.830068474716999	422.78	237	235	191	1378	447	90.81	77.16
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.2662	0.954484600787398	380.71	471	180	197	420	779	23.09	18.02
Rv1890c	Rv1890c	hypothetical protein	PBS_RIF_DDmtb:17%; ctl_stationary:15%; hypoxia_late:13%	0.1803	0.822665748882216	448.94	235	296	274	1130	540	30.21	25.41
Rv2659c	Rv2659c	prophage integrase	ctl_stationary:15%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:13%; hypoxia_late:12%	0.2389	0.933013477929009	436.23	522	457	516	494	233	23.46	18.74
Rv0850	Rv0850	transposase	microaerophilic:27%; hypoxia_late:14%	0.2167	0.905949677691252	452.76	291	308	372	841	552	38.24	31.24
Rv3071	Rv3071	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	0.1903	0.82797810928352	519.37	292	582	521	1064	299	28.53	23.77
PE27A	Rv3018A	PE family protein	hypoxia_late:69%	0.3715	0.971461119588198	395.6	560	155	199	346	938	21.98	15.16
valU	Rvnt34	tRNA-Val	hypoxia_late:25%; butyrate:10%	0.3626	0.970823174977528	393.21	517	121	201	379	1009	21.03	14.7
Rv1101c	Rv1101c	hypothetical protein	tyloxopol:9%	0.157	0.583798993452288	510.34	234	302	261	2822	121	158.19	136.57
Rv1115	Rv1115	hypothetical protein	hypoxia_late:23%; ctl_stationary:10%	0.1967	0.884619924381257	470.38	348	424	391	876	393	29.43	24.43
Rv0311	Rv0311	hypothetical protein	hypoxia_late:17%; ctl_stationary:10%	0.1723	0.806280975352812	460.06	205	289	282	1899	242	37.8	32.07
MT2068	MT2068	hypothetical protein	hypoxia_fatty_acids:15%	0.2239	0.92218567989164	443.15	328	244	232	730	857	24.96	20.2
Rv0699	Rv0699	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	0.4077	0.97695840046521	380.09	658	246	333	184	592	12.77	8.41
mce2D	Rv0592	Mce family protein Mce2D	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:11%	0.2162	0.909616312952619	481.28	425	497	552	658	311	14.64	11.84
Rv1245c	Rv1245c	short-chain type dehydrogenase/reductase	hypoxia_hypoxic:8%	0.1554	0.6397955598482	505.66	244	265	169	3151	130	148.41	128.16
Rv3162c	Rv3162c	integral membrane protein	hypoxia_late:20%	0.2118	0.908880631411051	470.28	340	380	532	727	419	43.39	35.76
Rv2297	Rv2297	hypothetical protein	acidic:11%	0.173	0.837709581008899	463.08	300	378	367	1370	215	141.78	120.87
MTS1082	MTS1082	putative small regulatory RNA	hypoxia_rar:14%; ctl_exponential:13%; acidic:10%	0.1575	0.650909282242065	536.07	232	287	364	2559	194	904.84	782.16
Rv1954c	Rv1954c	hypothetical protein	microaerophilic:28%; hypoxia_fatty_acids:26%; ctl_stationary:14%	0.1648	0.788223611627088	470.46	250	384	465	1381	205	229.09	197.05
PE8	Rv1040c	PE family protein PE8	hypoxia_late:45%; human_sputum:12%	0.1959	0.907251476167162	457.65	324	283	277	899	651	11.62	9.54
Rv1312	Rv1312	hypothetical protein	ctl_exponential:14%; INDIGO_exponential:11%	0.1491	0.550349299804735	524.14	255	276	182	3305	119	858.17	745.57
Rv0348	Rv0348	transcriptional regulator	hypoxia_fatty_acids:10%	0.1674	0.779214673284567	543.96	241	331	299	2235	336	53.84	45.92
glnT	Rvnt16	tRNA-Gln	hypoxia_late:19%; butyrate:10%	0.323	0.974543936650231	413.82	529	139	159	512	1004	24.14	17.78
erg3	Rv1814	membrane-bound C-5 sterol desaturase	PBS_RIF_DDmtb:14%	0.1526	0.719737812618918	523.58	267	260	175	2696	282	56.62	48.9
glgA	Rv1212c	capsular glucan synthase	tyloxopol:8%	0.1491	0.623863799594475	533.04	252	282	247	3107	128	322.22	279.95
