GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_RIF	Rv1473A_DMSO_RIF
nrdF1	Rv1981c	ribonucleoside-diphosphate reductase subunit beta NrdF1	human_sputum:21%	0.2775	0.00584507752780682	397.69	529	562	562	62	459	148.22	121.79
mgtC	Rv1811	Mg2+ transport P-type ATPase MgtC	PBS_RIF_DDmtb:12%	0.4007	0.0459030102442309	424.22	135	148	157	3135	114	226.22	158.01
Rv0441c	Rv0441c	hypothetical protein	ctl_stationary:10%	0.2689	0.00317156129871169	393.08	560	586	524	55	439	355.28	294.26
Rv1590	Rv1590	hypothetical protein	zinc_limitation:15%	0.2867	0.0105205875358326	402.29	498	534	527	77	535	375.27	305.83
glnA1	Rv2220	glutamine synthetase	tyloxopol:12%	0.3608	0.0054367410461754	469.89	152	174	162	3711	85	568.7	408.24
Rv3633	Rv3633	hypothetical protein	acidic:19%; acidic_tyloxopol:16%	0.3875	0.0263695310073427	440.68	137	155	154	3452	93	360.86	254.06
hadB	Rv0636	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	acidic:11%; ctl_exponential:10%; INDIGO_exponential:10%	0.3508	0.00469198814431345	470.88	164	177	138	3766	86	1031.96	747.37
sigB	Rv2710	RNA polymerase sigma factor SigB	hypoxia_fatty_acids:14%; nutrient_limitation:14%; PBS_RIF_DDmtb:11%	0.3441	0.00186026700124331	486.17	173	193	160	3775	83	1019.69	742.49
vapB32	Rv1113	antitoxin VapB32	hypoxia_late:20%	0.4289	0.0861005468162607	413.28	139	139	174	2481	227	211.29	144.26
Rv1637c	Rv1637c	hypothetical protein	hypoxia_rar:8%	0.3812	0.0263577916116576	445.68	143	157	145	3514	95	310.74	220.08
Rv0249c	Rv0249c	succinate dehydrogenase membrane anchor subunit	tyloxopol:10%	0.2746	0.00534451462084332	409.43	524	590	599	75	435	282.5	232.75
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	0.2751	0.00503969525695504	417.75	521	602	653	82	409	295.43	243.52
Rv0439c	Rv0439c	dehydrogenase/reductase	hypoxia_late:10%	0.4096	0.0892725065021139	408.21	133	134	113	3047	146	81.87	56.51
rpmG2	Rv0634B	50S ribosomal protein L33	human_sputum:20%; ctl_exponential:12%; hypoxia_rar:12%	0.2879	0.0113139465543992	422.52	481	567	597	103	504	869.6	709.07
embA	Rv3794	arabinosyltransferase A	hypoxia_late:11%; high_iron:11%; tyloxopol:10%	0.3278	0.000702815112690828	497.54	186	207	147	3898	80	239.99	176.47
PPE40	Rv2356c	PPE family protein	human_sputum:11%	0.2529	0.000849301315549829	403.52	611	634	575	56	364	201.09	168.36
dnaJ2	Rv2373c	chaperone protein DnaJ	microaerophilic:16%	0.2482	0.00029473102418041	400.51	625	654	574	58	321	529.32	444.84
mapA	Rv0734	methionine aminopeptidase	butyrate_plus_glucose:10%; tyloxopol:10%	0.261	0.00288200603781029	418.8	561	627	642	67	403	516.63	429.93
mdh	Rv1240	malate dehydrogenase	tyloxopol:12%; hypoxia_rar:10%	0.3378	0.00389245202974284	492.56	175	194	153	3845	89	537.06	392.23
bacA	Rv1819c	vitamin B12 transport ATP-binding protein BacA	hypoxia_late:13%	0.3865	0.0745546453016387	429.9	142	153	121	3341	112	69.04	48.42
secE2	Rv0379	protein translocase subunit SecE	tyloxopol:16%; acidic_tyloxopol:11%; butyrate_plus_glucose:10%	0.3949	0.0768206807878042	430.19	136	143	136	3351	111	706.56	495.46
tesA	Rv2928	thioesterase TesA	ctl_exponential:13%; hypoxia_late:10%; human_sputum:10%	0.2783	0.0111632497890443	430.09	530	576	595	94	510	148.12	121.67
viuB	Rv2895c	mycobactin utilization protein ViuB	hypoxia_late:9%	0.2632	0.0047537525057486	415.49	569	609	565	63	470	195.08	161.79
moeB2	Rv3116	molybdenum cofactor biosynthesis protein MoeB	tyloxopol:9%	0.2673	0.00488681037394162	420.89	553	615	606	76	438	196.54	162.61
ppsC	Rv2933	phthiocerol synthesis polyketide synthase type I PpsC	zinc_limitation:16%; hypoxia_rar:12%; human_sputum:11%	0.2554	0.00171251143148048	419.3	590	650	629	64	381	383.36	320.5
Rv3587c	Rv3587c	membrane protein	tyloxopol:15%	0.3254	0.00128482365940226	504.32	187	206	152	3919	87	853.3	628.73
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	0.255	0.0028876392930102	415.15	600	629	563	57	442	75.23	62.74
fadB2	Rv0468	3-hydroxybutyryl-CoA dehydrogenase	nutrient_limitation:29%	0.2672	0.0061070035118222	419.22	564	607	568	68	480	176.81	146.36
hadA	Rv0635	(3R)-hydroxyacyl-ACP dehydratase subunit HadA	acidic:10%	0.2517	0.00139478329331478	418.23	619	653	596	61	384	785	658.14
hupB	Rv2986c	DNA-binding protein HU	hypoxia_hypoxic:12%; hypoxia_rar:11%	0.3507	0.014709156369478	483.43	161	186	169	3723	92	5754.11	4168.66
Rv0398c	Rv0398c	hypothetical protein	acidic_tyloxopol:14%; hypoxia_late:12%; acidic:11%	0.2794	0.0160319414504337	434.61	541	550	555	101	572	103.23	84.55
Rv0316	Rv0316	muconolactone isomerase	hypoxia_late:11%; tyloxopol:10%	0.2678	0.00619758230571587	432.22	562	631	617	81	453	323.46	267.91
pheT	Rv1650	phenylalanine--tRNA ligase subunit beta	hypoxia_late:10%	0.2393	0.000391645185263172	418.86	651	694	582	60	346	211.69	178.78
atpE	Rv1305	ATP synthase subunit C	ctl_exponential:17%; INDIGO_exponential:11%; tyloxopol:10%	0.2439	0.000788712702086868	423.82	636	669	614	66	359	2635.86	2221.39
Rv1866	Rv1866	hypothetical protein	hypoxia_late:24%; PBS_RIF_DDmtb:10%	0.2678	0.0107275170278598	433.38	568	620	566	69	541	35.39	29.13
Rv0047c	Rv0047c	hypothetical protein	hypoxia_hypoxic:15%; hypoxia_fatty_acids:11%	0.3824	0.104116566996423	443.56	150	162	133	3330	123	229.81	162.68
Rv2017	Rv2017	transcriptional regulator	hypoxia_fatty_acids:16%; zinc_limitation:14%; ctl_stationary:12%	0.4185	0.133639699811582	444.5	151	166	210	2329	306	25.91	17.43
Rv3196	Rv3196	hypothetical protein	hypoxia_late:19%	0.4059	0.119250324420709	449.9	138	161	197	2914	185	84.43	58.32
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	0.3893	0.111779960411993	451.92	146	165	171	3173	143	107.18	75.18
Rv2468c	Rv2468c	hypothetical protein	ctl_exponential:9%	0.2515	0.00303153608599685	438.92	609	658	636	78	415	638.64	534.98
Rv3726	Rv3726	dehydrogenase	butyrate_plus_glucose:8%	0.2589	0.00505788117945525	443.78	570	642	647	91	447	221.81	184.59
Rv2843	Rv2843	hypothetical protein	hypoxia_late:15%	0.2779	0.0213238574397155	459.78	543	566	581	124	619	116.14	95.04
Rv0497	Rv0497	transmembrane protein	hypoxia_late:10%	0.2413	0.0019543466391512	440.42	647	682	605	72	412	305.86	258.11
Rv3482c	Rv3482c	membrane protein	PBS_RIF_DDmtb:10%	0.258	0.00720204482348827	446.34	598	638	569	85	522	175.23	145.93
cysK2	Rv0848	cysteine synthase CysK	microaerophilic:57%	0.2701	0.0159177021907687	459.67	557	600	628	106	564	73.8	60.92
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.4572	0.265320212589669	438.33	324	160	250	1037	677	23.77	15.25
Rv0204c	Rv0204c	transmembrane protein	hypoxia_late:9%	0.2343	0.00117195759339476	439.47	666	699	592	70	395	281.08	238.36
ffh	Rv2916c	signal recognition particle protein	zinc_limitation:9%	0.2555	0.00571611875335841	460.18	585	659	655	104	467	175.4	146.2
ctaD	Rv3043c	cytochrome C oxidase cytochrome 1	tyloxopol:14%	0.2285	0.000311278424364622	434.78	683	729	576	74	343	362.6	308.78
Rv2303c	Rv2303c	antibiotic-resistance protein	acidic:11%	0.2681	0.0139372174974371	467.29	555	633	627	122	542	136.94	112.96
PPE64	Rv3558	PPE family protein PPE64	hypoxia_late:26%; human_sputum:14%	0.262	0.0158459061587639	452.27	604	618	502	92	620	35.93	29.69
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	0.2329	0.000700728816329275	445.86	667	723	639	71	367	236.94	201.08
Rv3833	Rv3833	AraC family transcriptional regulator	hypoxia_fatty_acids:19%; butyrate:12%	0.4101	0.201315971729275	450.03	168	146	158	2507	338	29.25	19.87
MT2934	MT2934	hypothetical protein	hypoxia_fatty_acids:14%	0.2593	0.0136161100862818	453.36	617	603	520	95	601	102.44	85.21
vapB8	Rv0664	antitoxin VapB8	hypoxia_late:16%; human_sputum:11%	0.4211	0.212014099119527	453.02	147	145	179	2676	294	112.9	77.04
yrbE4B	Rv3500c	integral membrane protein	hypoxia_late:15%	0.3826	0.17350805456109	456.22	149	159	144	3296	158	105.61	74.39
Rv2294	Rv2294	cystathionine beta-lyase	hypoxia_late:15%	0.3673	0.155121180391205	461.96	158	172	129	3438	139	86.35	61.51
Rv2559c	Rv2559c	hypothetical protein	acidic:13%; microaerophilic:12%; acidic_tyloxopol:10%	0.2623	0.0147621611884288	463.99	574	619	578	114	583	60.69	50.17
vapB31	Rv0748	antitoxin VapB31	human_sputum:11%	0.256	0.0103092904512381	462.22	612	614	603	102	544	419.34	350.19
MT3855	MT3855	hypothetical protein	ctl_exponential:12%	0.3504	0.0632095440960005	496.89	166	188	186	3660	115	307.13	221.85
Rv0769	Rv0769	oxidoreductase	butyrate:16%; hypoxia_fatty_acids:11%; ctl_stationary:10%	0.3978	0.239083574320013	447.11	160	144	119	2868	276	43.91	30.33
trxC	Rv3914	thioredoxin TrxC	zinc_limitation:12%	0.4117	0.194810718185213	467	144	158	215	2830	244	123.97	85.47
amiA2	Rv2363	amidase	hypoxia_late:19%; PBS_RIF_DDmtb:13%	0.3563	0.123346710545337	472.87	165	176	126	3604	129	85.11	61.08
Rv2021c	Rv2021c	transcriptional regulator	hypoxia_fatty_acids:21%	0.3942	0.241047009849046	447.67	148	142	123	3158	208	176.23	123.22
Rv0430	Rv0430	hypothetical protein	ctl_exponential:19%	0.2571	0.00850768630885432	468.69	587	646	623	117	521	577.83	481.31
Rv0315	Rv0315	beta-1,3-glucanase	tyloxopol:12%	0.3256	0.0218005550956566	522.1	185	212	194	3839	104	623.66	459.02
dosT	Rv2027c	two component sensor histidine kinase DosT	hypoxia_late:16%; hypoxia_hypoxic:12%; ctl_stationary:11%	0.2674	0.0196496885901087	471.92	581	626	585	110	616	33.75	27.76
thiS	Rv0416	sulfur carrier protein ThiS	low_iron:15%; hypoxia_late:14%; acidic:12%	0.4307	0.328441494778235	430.67	264	131	181	1427	617	39.09	25.96
Rv0386	Rv0386	transcriptional regulator	hypoxia_late:28%; ctl_stationary:10%	0.2442	0.00508486408572833	465.98	635	686	640	88	478	65	54.53
Rv0493c	Rv0493c	hypothetical protein	hypoxia_late:24%	0.2735	0.0378230005268861	472.67	575	591	526	127	687	40.14	32.84
csoR	Rv0967	copper-sensing transcriptional repressor CsoR	microaerophilic:56%; hypoxia_fatty_acids:14%	0.2475	0.00946445232498133	464.94	641	647	551	98	561	293.88	246.85
mbtD	Rv2381c	polyketide synthetase	low_iron:49%; hypoxia_late:11%; human_sputum:11%	0.252	0.0113808186756958	468.66	622	668	594	86	567	28.3	23.53
vapC26	Rv0582	ribonuclease VapC26	tyloxopol:10%	0.3614	0.179795336339509	471.59	171	173	125	3472	150	246.31	177
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	0.2378	0.00257457733050675	472.3	648	708	701	97	411	754.05	638.26
Rv0730	Rv0730	GCN5-like N-acetyltransferase	tyloxopol:8%	0.2363	0.00414455115517513	464.91	660	684	620	83	482	277.53	235.08
rplY	Rv1015c	50S ribosomal protein L25	hypoxia_rar:11%	0.2507	0.00728807073019064	476.47	626	677	624	112	508	277.78	232.6
adoK	Rv2202c	adenosine kinase	zinc_limitation:10%	0.225	0.000886924792188469	456.79	698	738	583	89	388	449.56	383.87
Rv1044	Rv1044	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.2718	0.0421340618329308	481.18	582	583	552	133	696	66.76	54.88
PPE51	Rv3136	PPE family protein PPE51	zinc_limitation:19%; hypoxia_rar:12%	0.2592	0.0156013047109691	483.62	578	661	670	80	644	1216.6	1014.84
TB18.6	Rv2140c	hypothetical protein	acidic_tyloxopol:8%	0.3681	0.251145217948653	465.19	167	167	107	3400	178	139.06	99.17
MT0910.2	MT0910.2	hypothetical protein	PBS_RIF_DDmtb:30%; hypoxia_late:27%; ctl_stationary:12%	0.4577	0.333855388088516	464.97	396	163	270	1019	718	16.36	10.23
MT0392	MT0392	hypothetical protein	hypoxia_late:19%; tyloxopol:12%	0.3661	0.204194764533545	479.34	155	170	165	3444	155	198.98	142.08
cycA	Rv1704c	D-serine/alanine/glycine transporter protein CycA	tyloxopol:11%	0.2334	0.00350719977910999	467.77	670	717	608	84	469	139.6	118.34
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	0.3669	0.208429159813728	481.6	162	175	172	3333	167	205.83	147.16
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	0.2591	0.0213099378633585	488.66	608	643	587	126	628	51.79	42.9
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	0.3309	0.0899027513544863	516.5	184	202	177	3772	124	262.07	191.94
Rv1382	Rv1382	hypothetical protein	hypoxia_late:17%; zinc_limitation:11%	0.3948	0.296248986309712	468.55	156	147	155	3033	259	76.9	53.47
Rv2052c	Rv2052c	hypothetical protein	microaerophilic:18%; hypoxia_fatty_acids:12%	0.2385	0.00422558361100545	485.79	646	704	694	118	443	251.08	212.02
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	0.2839	0.0582016407905952	503.88	503	593	651	196	673	57	46.26
Rv0188	Rv0188	transmembrane protein	hypoxia_fatty_acids:22%; acidic:16%; cholesterol:11%	0.2534	0.0136749533301187	494.89	613	665	656	136	548	332.66	277.86
Rv0906	Rv0906	hypothetical protein	zinc_limitation:14%	0.2317	0.00396707966731538	474.12	676	709	622	87	483	192.29	163.34
mycP2	Rv3886c	membrane-anchored mycosin	hypoxia_late:12%	0.3366	0.11411177693468	514.99	178	205	191	3692	126	118.19	86.09
Rv3304	Rv3304	hypothetical protein	tyloxopol:10%	0.2706	0.0467151386753741	498.2	576	597	609	148	693	96.21	79.19
Rv0307c	Rv0307c	hypothetical protein	ctl_stationary:9%	0.279	0.0720392244432898	498.23	566	557	549	179	751	68.49	55.85
MT3770	MT3770	hypothetical protein	tyloxopol:14%	0.2523	0.0138597584721952	498.14	616	670	659	137	553	201.9	168.61
accA3	Rv3285	bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA	microaerophilic:8%	0.2202	0.000490823393098077	479.86	714	769	665	99	374	1211.85	1038.45
whiB2	Rv3260c	transcriptional regulator WhiB2	tyloxopol:12%; low_iron:10%	0.2334	0.00371488699310542	488	668	733	671	109	449	1288.13	1092.41
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	0.3176	0.0587543139257682	537.06	202	218	183	3884	122	1105.13	818.14
pepB	Rv2213	cytosol aminopeptidase	tyloxopol:9%	0.3206	0.0589787815697286	537.53	194	224	208	3818	117	252.57	186.33
Rv0111	Rv0111	transmembrane acyltransferase	hypoxia_late:18%; human_sputum:13%	0.2308	0.0049278895388105	480.15	678	719	607	93	503	91.18	77.38
mce4D	Rv3496c	Mce family protein Mce4D	butyrate_plus_glucose:9%	0.2284	0.00346619417564679	482.24	688	732	635	96	463	185.31	157.72
fadE10	Rv0873	acyl-CoA dehydrogenase FadE10	acidic:9%	0.2204	0.000886890853336761	480.52	711	761	643	105	390	286.02	244.86
Rv2805	Rv2805	hypothetical protein	hypoxia_late:29%	0.4003	0.272512717655272	496.04	170	168	223	2714	336	71.82	49.67
relB	Rv1247c	antitoxin RelB	PBS_RIF_DDmtb:10%	0.2789	0.0723043275166324	512.03	549	582	602	200	724	147.78	120.51
Rv1476	Rv1476	membrane protein	ctl_exponential:14%	0.2577	0.0242326421963088	504.76	592	652	631	152	626	158.45	131.56
Rv1907c	Rv1907c	hypothetical protein	zinc_limitation:26%; PBS_RIF_DDmtb:14%	0.3495	0.247375069836253	496.01	176	180	146	3551	169	145.43	105.07
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	0.2335	0.00582398265840723	493.99	674	725	632	113	505	548.12	464.76
Rv2707	Rv2707	hypothetical protein	PBS_RIF_DDmtb:12%	0.2257	0.00308096359195699	486.54	695	736	637	107	450	288.15	245.87
obg	Rv2440c	GTPase Obg	PBS_RIF_DDmtb:14%; acidic:10%	0.2206	0.00158767324146024	485.9	715	759	615	111	424	256.18	219.31
vapC33	Rv1242	ribonuclease VapC33	tyloxopol:10%	0.2667	0.0462432824984274	512.58	594	623	657	155	665	123.69	102.42
echA8	Rv1070c	enoyl-CoA hydratase EchA8	hypoxia_late:10%	0.2326	0.00665839184515298	492.22	675	703	625	108	531	228.1	193.56
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	0.243	0.0120917722458858	503.14	654	679	675	123	550	257.05	216.85
eccC5	Rv1783	ESX-5 type VII secretion system protein EccC5	acidic:9%	0.2758	0.00217501886045375	590.75	261	269	222	4061	107	443.63	338.61
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.2835	0.0117627277481031	575.95	250	262	193	4029	113	611.85	464.47
glnQ	Rv2564	glutamine ABC transporter ATP-binding protein	hypoxia_late:11%	0.3283	0.146513332124188	525.72	196	213	175	3699	144	160.78	118.07
hns	Rv3852	histone-like protein Hns	hypoxia_hypoxic:10%	0.2291	0.0040400395835195	499.83	681	750	666	120	464	812.84	691.49
MT2168	MT2168	hypothetical protein	acidic_tyloxopol:10%	0.3984	0.356412836521613	491.35	211	149	150	2586	441	131.03	90.94
mntH	Rv0924c	divalent metal cation transporter MntH	hypoxia_late:16%	0.2531	0.0315052367225783	505.94	631	649	590	140	663	45.91	38.21
Rv3888c	Rv3888c	membrane protein	hypoxia_late:9%	0.329	0.182581897224779	521.6	192	208	163	3689	154	136.99	100.46
fadD10	Rv0099	fatty-acid--CoA ligase FadD10	PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.3478	0.295407744010551	495.06	181	196	139	3394	189	43.14	31
ribC	Rv1412	riboflavin synthase	hypoxia_late:11%	0.2622	0.0476117500156418	516.96	614	635	600	170	685	85.1	70.46
TB9.4	Rv3208A	hypothetical protein	ctl_exponential:12%	0.3425	0.223647883174383	516.75	179	195	187	3585	163	479.82	349.01
espG2	Rv3889c	ESX-2 secretion-associated protein EspG2	human_sputum:9%	0.3485	0.262431555657573	512.19	180	198	195	3389	182	107.37	77.68
csm5	Rv2819c	CRISPR type III-associated RAMP protein Csm5	hypoxia_late:17%	0.3654	0.297625692190252	505.86	169	183	203	3194	230	51.26	36.3
moaE1	Rv3119	molybdopterin synthase catalytic subunit 1	acidic:12%	0.3156	0.121709068756071	540.92	210	229	176	3780	142	439.4	326.44
MT2165.1	MT2165.1	hypothetical protein	human_sputum:32%; hypoxia_late:19%; hypoxia_hypoxic:11%	0.4625	0.395452525531768	508.33	433	203	331	1015	763	41.8	27.15
pepA	Rv0125	serine protease PepA	hypoxia_rar:9%	0.3066	0.0798077858701379	559.92	212	239	225	3858	125	399.33	297.79
dnaN	Rv0002	DNA polymerase III subunit beta	acidic:9%	0.2343	0.00964140661945463	518.47	659	716	699	142	532	192.94	163.55
mce4B	Rv3498c	Mce family protein Mce4B	tyloxopol:8%	0.2255	0.00605206667912053	504.31	700	744	611	115	534	180.2	153.66
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	0.3554	0.305744542370818	515.54	177	197	201	3254	224	57.56	41.16
Rv2700	Rv2700	hypothetical protein	tyloxopol:10%	0.2471	0.0233357112041778	524.04	629	671	662	163	624	154.27	129.14
dnaB	Rv0058	replicative DNA helicase	zinc_limitation:23%	0.2137	0.000859414211943362	503.26	742	794	680	121	387	436.71	375.85
fadD15	Rv2187	long-chain-fatty-acid--CoA ligase FadD15	ctl_exponential:8%	0.3164	0.117733513148323	551.15	201	233	230	3756	132	168.78	124.73
cysN	Rv1286	bifunctional sulfate adenyltransferase subunit 1 CysN/adenylylsulfate kinase CysC	acidic_tyloxopol:22%; hypoxia_fatty_acids:20%; nutrient_limitation:14%	0.2441	0.0254169488647996	520.87	653	685	688	129	615	46.21	38.83
Rv2073c	Rv2073c	oxidoreductase	hypoxia_late:29%; PBS_RIF_DDmtb:12%	0.2714	0.085622619302545	535.6	596	612	633	208	728	46.58	38.18
kdpF	Rv1028A	membrane protein KdpF	acidic:22%; hypoxia_late:21%	0.442	0.486006049532054	488.32	474	138	196	1218	788	39.54	25.77
csm2	Rv2822c	CRISPR type III-associated protein Csm2	hypoxia_late:17%; human_sputum:16%	0.3901	0.327853526155193	523.25	174	181	246	2839	352	78.3	54.61
Rv3851	Rv3851	membrane protein	hypoxia_late:13%; PBS_RIF_DDmtb:11%	0.2688	0.0844736085585058	533.42	593	601	589	213	770	128.55	105.63
Rv1150	Rv1150	transposase	ctl_stationary:12%; hypoxia_late:10%	0.3633	0.386084761571958	499.64	182	169	143	3168	290	70.08	49.85
tgs2	Rv3734c	diacyglycerol O-acyltransferase	acidic:16%; acidic_tyloxopol:12%	0.2285	0.0072593778701605	516.89	679	735	693	128	523	167.58	142.46
vapB22	Rv2830c	antitoxin VapB22	microaerophilic:20%; acidic:11%; ctl_stationary:10%	0.2507	0.0356806047364837	533.32	632	663	702	161	645	377.69	317.04
Rv2018	Rv2018	hypothetical protein	acidic:9%	0.353	0.362600872586264	505.19	183	182	149	3329	239	74.44	53.47
Rv0965c	Rv0965c	hypothetical protein	hypoxia_late:12%	0.252	0.0496054919118314	530.72	642	655	634	169	680	140.19	117.16
snzP	Rv2606c	pyridoxine biosynthesis protein	zinc_limitation:11%	0.2238	0.00504443987141401	524.97	701	781	713	135	476	380.39	324.97
htpX	Rv0563	protease HtpX	hypoxia_fatty_acids:23%; ctl_stationary:10%	0.2969	0.0894285525939861	569.61	230	246	199	3933	136	276.49	207.84
eccD2	Rv3887c	ESX-2 secretion system protein EccD	hypoxia_late:19%	0.2955	0.0963034609202779	566.94	238	249	180	3929	138	152.31	114.47
fbpD	Rv3803c	MPT51/MPB51 antigen	ctl_exponential:9%	0.2961	0.077565169933302	579.58	223	251	244	3910	131	523.86	393.6
fdxB	Rv3554	electron transfer protein FdxB	human_sputum:17%; hypoxia_late:13%	0.3324	0.276899507672749	538.64	188	223	217	3524	177	59.58	43.36
Rv0161	Rv0161	oxidoreductase	hypoxia_late:31%	0.265	0.0751103508977461	546.69	579	651	682	209	716	33.6	27.54
gpdA1	Rv0564c	glycerol-3-phosphate dehydrogenase	PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.2472	0.0351828077041376	543.4	620	683	704	181	652	91.86	76.83
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	0.2216	0.00671713849095345	524.99	712	757	673	131	528	211.64	181.08
Rv2250A	Rv2250A	flavoprotein	hypoxia_late:14%; ctl_stationary:13%; hypoxia_fatty_acids:10%	0.3609	0.414931339185072	516.13	195	178	159	3103	323	77.49	55.28
PPE69	Rv3892c	PPE family protein PPE69	hypoxia_late:35%	0.2591	0.0630470384781877	549.4	607	674	685	193	704	44.44	36.71
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	0.2844	0.0637911687444716	590.66	251	267	228	3948	130	795.77	603.84
rpsP	Rv2909c	30S ribosomal protein S16	hypoxia_rar:11%; hypoxia_hypoxic:11%	0.3063	0.149123050217345	569.44	214	244	236	3792	147	622.5	464.24
Rv2311	Rv2311	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.3847	0.409945922920746	529.26	242	171	198	2461	516	24.62	16.91
ilvX	Rv3509c	acetohydroxyacid synthase large subunit	hypoxia_late:15%	0.2318	0.0116974561780945	546.31	673	770	748	159	539	197.89	167.83
esxH	Rv0288	ESAT-6-like protein EsxH	microaerophilic:21%; zinc_limitation:18%; cholesterol:11%	0.2109	0.00159006490128185	528.68	753	821	729	130	419	3247.36	2800.76
Rv2908c	Rv2908c	hypothetical protein	acidic:13%; ctl_exponential:10%	0.3235	0.256483352194719	547.85	198	215	207	3696	172	592.85	436.7
Rv0247c	Rv0247c	succinate dehydrogenase iron-sulfur subunit	tyloxopol:13%	0.2791	0.0531277477222111	593.63	258	266	218	4016	128	504.82	383.95
Rv1825	Rv1825	hypothetical protein	INDIGO_exponential:9%	0.2305	0.0203073226622493	536.37	685	726	674	146	607	136.91	116.28
Rv3292	Rv3292	hypothetical protein	hypoxia_late:20%	0.2393	0.0375234810640719	539.98	665	706	658	154	664	61.55	51.84
