GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_DMSO_RIF
Rv0622	Rv0622	membrane protein	hypoxia_late:19%; ctl_stationary:11%	0.2657	0.612964297116893	300.28	19	26	20	4418	39	17.93	13.33
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	0.1694	0.514411745004879	220.67	229	306	316	139	146	68.28	60.44
ppa	Rv3628	inorganic pyrophosphatase	tyloxopol:12%	0.1831	0.64222167092549	231.4	200	251	338	176	208	113.13	99.16
rpsO	Rv2785c	30S ribosomal protein S15	INDIGO_exponential:10%	0.151	0.324622754610758	209.74	236	307	274	128	136	909.87	817.38
Rv0881	Rv0881	tRNA/rRNA methyltransferase	hypoxia_late:15%; ctl_stationary:13%	0.1634	0.568296677991205	207.93	224	218	139	175	301	37.76	33.5
Rv3230c	Rv3230c	stearoyl-CoA 9-desaturase electron transfer protein	zinc_limitation:19%; PBS_RIF_DDmtb:11%	0.143	0.237358970443928	205.06	272	320	233	122	119	424.27	383.69
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	0.1916	0.724430151813729	231.38	215	227	224	183	318	37.52	32.58
espC	Rv3615c	ESX-1 secretion-associated protein EspC	acidic_tyloxopol:23%; butyrate:14%; acidic:11%	0.2137	0.408166490106769	303.7	23	38	36	4470	11	956.56	752.51
PE_PGRS50	Rv3345c	PE-PGRS family protein PE_PGRS50	hypoxia_late:56%	0.2233	0.774759019049169	254.57	185	282	360	118	382	18.86	15.94
Rv0516c	Rv0516c	anti-anti-sigma factor	butyrate:17%	0.1476	0.362537035250184	209.77	247	298	238	130	159	338.25	304.43
MT1040.1	MT1040.1	hypothetical protein	hypoxia_hypoxic:10%	0.1689	0.583362745067757	231.37	219	266	334	167	189	299.99	265.9
Rv1805c	Rv1805c	hypothetical protein	acidic:23%; hypoxia_fatty_acids:12%; hypoxia_hypoxic:12%; acidic_tyloxopol:10%	0.185	0.708484376755488	239.64	275	292	401	142	139	393.69	345.37
pstS3	Rv0928	phosphate ABC transporter substrate-binding lipoprotein PstS	hypoxia_late:12%; human_sputum:11%	0.1458	0.406450666335609	210.2	260	286	199	138	185	104.58	94.17
Rv3114	Rv3114	hypothetical protein	hypoxia_late:22%; ctl_stationary:18%	0.3441	0.626532668319618	337.98	31	28	55	3858	133	9.52	6.4
Rv3600c	Rv3600c	type III pantothenate kinase	zinc_limitation:9%	0.1428	0.341473704875729	206.93	277	293	196	129	164	189.76	171.47
Rv1903	Rv1903	membrane protein	PBS_RIF_DDmtb:14%	0.1809	0.644107925608799	248.08	189	275	275	205	307	72.92	63.76
Rv3699	Rv3699	hypothetical protein	cholesterol:16%	0.207	0.46766210731114	303.28	25	36	33	4471	12	238.46	188.2
Rv2269c	Rv2269c	hypothetical protein	hypoxia_late:22%; ctl_stationary:10%	0.2994	0.663022545875933	329.61	27	20	24	4313	111	23.19	16.78
lpqD	Rv3390	lipoprotein LpqD	ctl_exponential:10%	0.1488	0.454860058406251	216.25	254	278	209	150	202	131.56	118.38
Rv3689	Rv3689	transmembrane protein	butyrate:8%	0.1467	0.345819251948907	221.96	253	334	290	136	135	238.17	214.6
Rv2514c	Rv2514c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_late:12%	0.1764	0.710249792184038	232.24	217	169	127	251	456	37.26	32.68
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	0.1412	0.249225427248911	221.37	279	340	287	131	118	538.66	487.63
Rv0850	Rv0850	transposase	microaerophilic:27%; hypoxia_late:14%	0.2282	0.864267649938661	244.96	259	190	258	178	360	36.05	30.45
Rv1888A	Rv1888A	conserved hypothetical protein	PBS_RIF_DDmtb:16%	0.2275	0.819571977055455	265.42	206	199	203	265	505	39.56	33.65
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	0.2379	0.677078430817588	307.73	24	34	27	4447	26	110.14	85.22
Rv1506c	Rv1506c	hypothetical protein	INDIGO_exponential:13%; hypoxia_late:12%	0.177	0.719143255345492	238.02	226	209	162	216	409	34.28	30.17
Rv3431c	Rv3431c	transposase	acidic:13%	0.1442	0.427166514794989	217.94	271	294	174	163	203	130.07	117.3
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	0.1943	0.787393055965143	245.14	228	207	247	191	371	80.11	69.66
MT1025.3	MT1025.3	hypothetical protein	cholesterol:12%; zinc_limitation:10%	0.1446	0.444608072768671	222.05	278	300	211	137	204	519.29	469.14
Rv3572	Rv3572	hypothetical protein	hypoxia_fatty_acids:12%; butyrate:10%	0.2627	0.674195147051433	330.11	21	37	45	4428	48	37.86	28.47
MT2558	MT2558	hypothetical protein	microaerophilic:13%; ctl_stationary:11%; acidic:11%; butyrate:11%	0.2029	0.826257836445598	253.81	210	136	124	342	570	53.92	46.3
Rv2961	Rv2961	transposase	hypoxia_late:31%; ctl_stationary:14%	0.2042	0.833328780406072	252.28	222	159	190	252	495	28.1	24.1
virS	Rv3082c	HTH-type transcriptional regulator VirS	hypoxia_late:23%; ctl_stationary:15%; hypoxia_fatty_acids:11%	0.1799	0.717693682759805	256.13	211	245	216	241	385	16.85	14.69
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	0.1391	0.320345521967201	226.54	300	341	242	148	138	217.12	196.85
Rv0996	Rv0996	transmembrane protein	microaerophilic:19%	0.1354	0.272341973067547	223.68	310	337	210	155	141	397.24	360.91
Rv2137c	Rv2137c	hypothetical protein	acidic:15%	0.1569	0.53308840853315	251.92	264	326	423	169	132	1721.87	1541.88
ald	Rv2780	L-alanine dehydrogenase	cholesterol:28%; low_iron:27%	0.1437	0.426414243623289	232.55	273	327	259	149	178	132.07	119.23
PE_PGRS36	Rv2098c	PE-PGRS family protein	hypoxia_late:52%	0.1856	0.75139933125636	260.39	251	309	347	171	242	23.17	20.17
MT2330.1	MT2330.1	hypothetical protein	hypoxia_late:16%; hypoxia_hypoxic:10%; ctl_stationary:10%	0.3065	0.707364799979744	354.81	34	23	32	4273	157	37.08	26.77
recD	Rv0629c	exonuclease V subunit alpha RecD	hypoxia_late:28%	0.1483	0.493325066236076	240.44	261	336	294	145	192	60.2	54.18
mazE8	Rv2274A	antitoxin MazE8	human_sputum:23%; INDIGO_exponential:12%; hypoxia_rar:11%	0.1796	0.717684321346761	264.7	198	256	248	249	390	88.18	77.44
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	0.1446	0.461156145312285	243.4	267	333	311	152	181	83.46	75.31
PPE27	Rv1790	PPE family protein PPE27	hypoxia_late:29%; human_sputum:14%	0.1552	0.652725326043811	241.57	262	267	164	184	354	30.11	26.91
Rv3427c	Rv3427c	transposase	human_sputum:13%; hypoxia_late:12%	0.2031	0.857873019805382	258.38	373	281	420	115	171	56.91	49.26
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	0.1479	0.504811577036454	250.02	305	343	352	159	137	1238.23	1115.63
Rv3811	Rv3811	hypothetical protein	high_iron:10%; human_sputum:10%	0.1333	0.296847323381985	233.72	321	344	217	170	149	266.61	242.61
Rv3087	Rv3087	diacyglycerol O-acyltransferase	hypoxia_late:18%; nutrient_limitation:11%	0.1398	0.449796323797273	233.73	303	318	212	151	206	81.65	73.94
Rv0883c	Rv0883c	hypothetical protein	hypoxia_late:9%	0.2149	0.872527916455121	269.44	356	313	346	100	286	158.01	135.54
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	0.344	0.717267205244876	372.8	40	41	60	4216	124	31.36	21.97
Rv3387	Rv3387	transposase	hypoxia_late:29%; ctl_stationary:10%	0.1817	0.792293155967517	263.7	246	237	249	215	387	27.7	24.22
Rv2179c	Rv2179c	3'-5' exoribonuclease	hypoxia_late:14%; PBS_RIF_DDmtb:11%	0.2449	0.732224807510817	338.32	26	31	38	4419	75	28.64	21.74
vapB36	Rv1982A	antitoxin VapB36	human_sputum:22%	0.1722	0.751253125623519	255.91	249	255	246	211	325	114.25	101.09
MT3378	MT3378	hypothetical protein	INDIGO_exponential:12%; tyloxopol:12%	0.2166	0.857526875307547	278.79	220	172	169	327	598	51.35	43.91
Rv3822	Rv3822	hypothetical protein	butyrate_plus_glucose:11%	0.1406	0.407982992326345	245.52	282	357	279	161	176	176.7	159.77
Rv2989	Rv2989	transcriptional regulator	high_iron:12%; microaerophilic:10%	0.1735	0.718550689833486	270.09	265	342	362	119	305	435.46	385.66
Rv1771	Rv1771	L-gulono-1,4-lactone dehydrogenase	tyloxopol:10%	0.1352	0.361088943744883	233.82	314	332	220	157	173	165.98	150.75
vapB20	Rv2550c	antitoxin VapB20	PBS_RIF_DDmtb:12%	0.197	0.833639942628272	275.11	269	290	386	181	269	112.75	98.26
Rv2735c	Rv2735c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:13%; zinc_limitation:13%	0.1562	0.638183240178502	262.75	237	316	276	212	279	51.6	46.02
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	0.1922	0.831719998043731	267.8	307	291	323	182	249	35.5	30.73
vapB13	Rv1839c	antitoxin VapB13	human_sputum:11%	0.1818	0.811858653997137	264.69	255	242	289	223	320	97.4	85.36
Rv2275	Rv2275	cyclo(L-tyrosyl-L-tyrosyl) synthase	INDIGO_exponential:13%; high_iron:11%; human_sputum:10%; tyloxopol:10%	0.1955	0.675283824702843	314.01	28	42	39	4468	14	98.16	78
tgs2	Rv3734c	diacyglycerol O-acyltransferase	acidic:16%; acidic_tyloxopol:12%	0.1491	0.55853326906318	261.78	294	353	367	164	169	158.4	142.38
Rv0474	Rv0474	HTH-type transcriptional regulator	hypoxia_hypoxic:14%	0.1719	0.778023573135869	257.06	349	301	312	146	207	130.45	115.5
Rv3322c	Rv3322c	methyltransferase	human_sputum:18%; hypoxia_late:13%	0.1714	0.744663087589207	270.76	250	302	343	188	284	58.71	51.95
Rv1697	Rv1697	hypothetical protein	high_iron:14%; INDIGO_exponential:13%; tyloxopol:11%	0.1307	0.294239172743638	250	338	387	244	179	144	660.98	602.66
dacB1	Rv3330	penicillin-binding protein DacB	hypoxia_late:17%; tyloxopol:12%; high_iron:12%	0.1607	0.641735099755489	278.97	306	395	428	162	162	157.81	140.71
MT1602	MT1602	hypothetical protein	cholesterol:23%; hypoxia_late:14%; acidic_tyloxopol:14%	0.2699	0.724697455091625	373.87	47	32	30	4290	174	23.48	17.4
higA	Rv1956	antitoxin HigA	hypoxia_fatty_acids:28%	0.172	0.732402357988594	281.27	218	279	284	259	378	54.78	48.24
Rv1756c	Rv1756c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1749	0.805792031789721	274.87	240	197	150	316	545	12.04	10.47
Rv0831c	Rv0831c	hypothetical protein	tyloxopol:13%; ctl_exponential:10%	0.1504	0.581982455326713	278.13	330	421	372	165	158	361.97	325.18
Rv0755A	Rv0755A	transposase	acidic_tyloxopol:14%; human_sputum:11%; acidic:10%	0.1531	0.715943914237978	264.54	266	250	178	250	402	175.29	157.03
Rv3380c	Rv3380c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1745	0.810338712598613	277.1	235	196	151	311	575	12.04	10.45
Rv0566c	Rv0566c	hypothetical protein	hypoxia_late:11%; ctl_exponential:10%	0.1932	0.841307868518205	286.28	258	272	421	243	254	79.51	69.08
Rv2479c	Rv2479c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1736	0.809902912658271	277.9	245	201	152	317	547	12.02	10.46
Rv1405c	Rv1405c	methyltransferase	nutrient_limitation:23%; ctl_stationary:19%	0.1862	0.847682820826056	280.89	327	310	379	187	224	54.65	47.73
Rv0310c	Rv0310c	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:10%	0.1748	0.785495765888953	284.92	287	335	376	200	244	98.86	87.03
MT3280	MT3280	hypothetical protein	ctl_exponential:10%; zinc_limitation:10%	0.1398	0.541762662583678	270.95	293	375	281	193	230	696.98	630.32
Rv2814c	Rv2814c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1743	0.813705096665129	282.49	243	208	166	326	533	12.07	10.5
Rv1532c	Rv1532c	hypothetical protein	hypoxia_late:9%	0.165	0.753322146340435	284.04	256	297	267	213	404	52.89	47.09
Rv3174	Rv3174	short-chain dehydrogenase/reductase	butyrate:29%; hypoxia_late:12%	0.2554	0.740137946986064	399.96	67	45	40	4005	240	6.12	4.39
Rv2722	Rv2722	hypothetical protein	hypoxia_hypoxic:8%	0.2265	0.766581538466775	370.71	30	51	78	4440	67	86.43	66.99
MT0031	MT0031	hypothetical protein	human_sputum:10%	0.2732	0.783383831260361	396.28	41	40	81	4336	143	56.74	42.28
Rv0157A	Rv0157A	hypothetical protein	acidic:14%	0.1754	0.807581328552497	293.19	233	254	354	279	357	219.57	193.3
MT2637.1	MT2637.1	hypothetical protein	hypoxia_late:24%; tyloxopol:18%	0.2412	0.776291361252037	378.03	29	49	83	4415	86	44.13	33.71
Rv2018	Rv2018	hypothetical protein	acidic:9%	0.148	0.709623323135179	277.69	292	315	252	194	349	54.13	48.74
Rv3662c	Rv3662c	hypothetical protein	butyrate:15%; low_iron:12%; cholesterol:12%; butyrate_plus_glucose:11%	0.1436	0.623763462098345	279.6	329	376	340	196	186	457.9	413.56
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1729	0.81852077268749	285.37	248	204	155	349	543	12.03	10.48
rpoA	Rv3457c	DNA-directed RNA polymerase subunit alpha	high_iron:9%	0.1302	0.415091774493	276.02	341	420	302	195	163	708.5	646.15
Rv2026c	Rv2026c	universal stress protein	hypoxia_late:20%; ctl_stationary:12%; acidic:12%	0.1661	0.767876425436535	291.86	230	269	262	285	432	24.63	21.68
Rv3064c	Rv3064c	integral membrane protein	hypoxia_late:12%	0.1959	0.865980841015248	308.85	244	258	355	239	479	29.9	25.91
pstC2	Rv0929	phosphate ABC transporter permease PstC	hypoxia_late:18%	0.1444	0.645053614266484	284.96	268	363	318	222	264	82.35	74.18
glyT	Rvnt32	tRNA-Gly	zinc_limitation:30%; human_sputum:23%; hypoxia_late:15%	0.2287	0.942485040298434	300.48	317	177	236	328	488	88.39	74.45
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	0.1402	0.577961110291847	285.02	345	399	351	185	183	1047.96	948.39
cyp141	Rv3121	cytochrome P450 Cyp141	hypoxia_late:11%	0.1338	0.594435583150254	275.42	331	359	241	204	257	82.11	74.59
Rv1184c	Rv1184c	hypothetical protein	nutrient_limitation:17%; acidic_tyloxopol:12%; butyrate_plus_glucose:10%	0.1298	0.488243334161559	280.4	343	385	313	192	197	260.56	237.74
sigB	Rv2710	RNA polymerase sigma factor SigB	hypoxia_fatty_acids:14%; nutrient_limitation:14%; PBS_RIF_DDmtb:11%	0.1405	0.598266193502579	289.32	332	393	384	201	175	754.6	683.34
MTS0858	MTS0858	putative small regulatory RNA	hypoxia_late:16%; ctl_stationary:11%	0.3322	0.862076782275388	402.82	125	19	26	3467	434	23.05	16.09
Rv2167c	Rv2167c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1691	0.835363991977925	300.27	257	226	165	354	572	12	10.48
Rv1830	Rv1830	HTH-type transcriptional regulator	INDIGO_exponential:9%	0.1265	0.466063356504142	284.2	365	403	299	197	190	452.8	414.1
MT0973	MT0973	hypothetical protein	hypoxia_late:32%; ctl_stationary:14%	0.2157	0.930769476471619	320.2	263	183	243	414	566	23.5	19.94
Rv0257	Rv0257	hypothetical protein	acidic_tyloxopol:9%	0.1574	0.7519038520839	309.43	284	373	441	231	243	221.32	197.53
Rv3000	Rv3000	transmembrane protein	PBS_RIF_DDmtb:11%	0.1561	0.799430752469824	294.13	319	324	337	190	315	57.71	51.64
Rv2252	Rv2252	diacylglycerol kinase	PBS_RIF_DDmtb:15%; hypoxia_late:11%	0.1666	0.824265103199566	308.75	290	323	325	253	358	30.75	27.12
Rv1951c	Rv1951c	hypothetical protein	hypoxia_late:22%	0.2238	0.914790112057339	347.06	202	222	560	416	399	57.28	48.58
Rv2734	Rv2734	hypothetical protein	zinc_limitation:37%; hypoxia_late:11%	0.1368	0.674422575640186	286.2	328	349	237	230	297	76.22	69.08
Rv0518	Rv0518	hypothetical protein	tyloxopol:10%	0.1537	0.779540851188693	305.52	285	328	390	246	288	80.41	71.88
hycD	Rv0084	formate hydrogenlyase HycD	hypoxia_late:9%	0.1348	0.57471062436232	300.73	322	419	369	207	216	196.14	178.29
MT1585.1	MT1585.1	hypothetical protein	acidic:27%; nutrient_limitation:14%; hypoxia_hypoxic:11%	0.1507	0.73884184902384	312.79	340	409	457	198	205	946.41	850.74
Rv0794c	Rv0794c	oxidoreductase	hypoxia_late:16%	0.1375	0.668541449378133	295.97	308	358	320	221	282	48.65	44.04
Rv3196A	Rv3196A	hypothetical protein	acidic:14%; ctl_exponential:12%	0.1604	0.809236481099813	311.62	280	317	389	267	312	237.31	211.26
nrdH	Rv3053c	glutaredoxin electron transport protein NrdH	low_iron:9%	0.1239	0.440593867782724	291.88	379	431	300	209	180	2291.34	2098.99
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.1655	0.858841838375601	304.35	346	308	333	261	278	450.01	399.54
cydB	Rv1622c	cytochrome D ubiquinol oxidase subunit II CydB	hypoxia_fatty_acids:10%	0.1283	0.574578277336898	292.83	354	397	296	206	233	158.61	144.81
fadD15	Rv2187	long-chain-fatty-acid--CoA ligase FadD15	ctl_exponential:8%	0.1413	0.664624175073581	313.78	316	402	475	208	211	111.57	100.8
Rv3773c	Rv3773c	hypothetical protein	hypoxia_late:9%	0.1397	0.720015649299636	297.77	311	325	250	254	356	87.7	79.31
Rv1780	Rv1780	hypothetical protein	INDIGO_exponential:9%	0.145	0.740814129335875	313.34	312	368	432	226	251	179.05	161.3
kdpB	Rv1030	potassium-transporting ATPase subunit B	hypoxia_late:16%; acidic_tyloxopol:10%; human_sputum:10%	0.1401	0.688932530553804	309.91	304	408	385	202	274	32.72	29.57
cysU	Rvnt33	tRNA-Cys	hypoxia_late:16%; human_sputum:14%; zinc_limitation:13%	0.3088	0.858316635720261	450.4	74	75	128	4185	165	60.87	44.23
Rv2271	Rv2271	hypothetical protein	human_sputum:17%; ctl_exponential:16%; hypoxia_rar:10%	0.1709	0.885021788918429	317.99	347	305	405	245	299	120.19	106.34
rpmG1	Rv2057c	50S ribosomal protein L33	human_sputum:44%; zinc_limitation:31%	0.2805	0.971601194011139	338.37	375	189	235	357	607	26.48	21.07
Rv2638	Rv2638	hypothetical protein	acidic_tyloxopol:22%	0.1857	0.917913783194531	327.98	381	339	375	237	319	52.36	45.7
MT3754	MT3754	hypothetical protein	hypoxia_late:14%	0.177	0.805843975812743	377.16	56	47	28	4443	117	70.28	56.64
lpqH	Rv3763	lipoprotein LpqH	acidic:14%; ctl_exponential:10%	0.1429	0.717295109896797	327.52	335	423	497	220	210	648.85	586.36
Rv1432	Rv1432	dehydrogenase	hypoxia_late:35%	0.1585	0.819192692856021	333.08	274	347	472	269	322	28.64	25.49
Rv2280	Rv2280	dehydrogenase	microaerophilic:10%	0.1364	0.646885314645991	324.09	352	430	479	214	196	361.54	328.2
Rv3611	Rv3611	hypothetical arginine and proline rich protein	PBS_RIF_DDmtb:22%; nutrient_limitation:11%	0.1547	0.843889222531518	317.99	391	350	468	203	219	139.74	125.29
rplU	Rv2442c	50S ribosomal protein L21	acidic:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%; ctl_exponential:10%; human_sputum:10%	0.1355	0.64906452944051	320.72	342	416	452	217	215	811.82	737.34
mmpL8	Rv3823c	integral membrane transport protein MmpL8	nutrient_limitation:14%; acidic:13%; butyrate_plus_glucose:12%	0.1365	0.662374879440535	322.09	358	410	462	225	198	224.43	203.83
MT3033	MT3033	hypothetical protein	hypoxia_late:23%	0.2081	0.825026378720136	417.82	65	48	54	4381	187	43.86	34.4
Rv1518	Rv1518	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	0.213	0.952294576190181	344.6	366	270	332	262	522	7.32	6.14
Rv2423	Rv2423	hypothetical protein	hypoxia_late:23%; ctl_stationary:13%; human_sputum:10%	0.1635	0.869660546312323	327.48	289	283	303	300	481	17.82	15.71
plcB	Rv2350c	membrane-associated phospholipase B	tyloxopol:12%; high_iron:10%	0.1255	0.629480657932849	309.29	377	415	280	229	265	74.12	67.75
PE_PGRS47	Rv2741	PE-PGRS family protein PE_PGRS47	hypoxia_late:14%; microaerophilic:10%	0.1316	0.615337393549194	335.09	336	480	442	233	225	175.71	159.97
Rv3184	Rv3184	transposase	hypoxia_late:33%; ctl_stationary:16%	0.17	0.890236070195438	339.2	281	248	232	403	589	35.93	31.67
MTS2458	MTS2458	small intergenic RNA	zinc_limitation:11%	0.1225	0.557505140615685	320.26	389	464	314	234	231	529.43	485.12
nrdE	Rv3051c	ribonucleoside-diphosphate reductase subunit alpha	low_iron:8%	0.1165	0.460506830346062	318.92	405	487	309	242	195	821.5	756.54
canB	Rv3588c	carbonic anhydrase	zinc_limitation:19%; human_sputum:10%	0.1435	0.720640119288631	354.91	301	515	473	264	261	155.12	139.83
vapB27	Rv0599c	antitoxin VapB27	tyloxopol:10%	0.1752	0.90262151683837	356.44	325	365	487	291	329	167.65	147.35
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	0.1287	0.708737865717282	318.56	367	404	263	263	308	90.28	82.3
kdpF	Rv1028A	membrane protein KdpF	acidic:22%; hypoxia_late:21%	0.2713	0.903549801430881	458.07	109	29	50	4017	430	35.21	26.03
Rv1936	Rv1936	monooxygenase	microaerophilic:17%; hypoxia_late:13%; PBS_RIF_DDmtb:12%; hypoxia_fatty_acids:11%	0.1863	0.946560770135236	349.5	371	287	342	277	490	9.96	8.57
MT3718.1	MT3718.1	hypothetical protein	acidic_tyloxopol:14%	0.2284	0.878414602589985	458.19	103	44	47	4119	369	20.36	15.58
Rv2560	Rv2560	hypothetical protein	tyloxopol:15%; hypoxia_late:14%	0.1609	0.893763268439879	339.66	427	405	388	232	270	59.13	52.46
Rv1978	Rv1978	hypothetical protein	hypoxia_late:12%	0.1405	0.767440626958985	341.49	302	390	368	292	361	60.32	54.45
PE_PGRS54	Rv3508	PE-PGRS family protein PE_PGRS54	cholesterol:19%; hypoxia_late:17%	0.2187	0.913245626652875	425.69	143	285	720	384	778	146.87	125.73
recR	Rv3715c	recombination protein RecR	zinc_limitation:9%	0.1283	0.682705952345656	334.08	396	439	415	227	228	359.04	327.86
Rv1137c	Rv1137c	hypothetical protein	PBS_RIF_DDmtb:29%; hypoxia_late:18%	0.2139	0.964707590684123	364.21	384	280	393	274	516	22.15	18.86
Rv2484c	Rv2484c	diacyglycerol O-acyltransferase	microaerophilic:18%; acidic:12%; ctl_stationary:10%	0.1189	0.58431378265591	327.77	398	462	349	235	227	202.77	186.45
Rv3528c	Rv3528c	hypothetical protein	hypoxia_late:12%; human_sputum:11%	0.1513	0.857152615818514	352.37	318	345	440	299	368	61.51	55.06
Rv0797	Rv0797	insertion sequence element IS1547 transposase	hypoxia_late:17%; ctl_stationary:10%	0.1321	0.767026616738117	330.38	360	371	256	273	405	43.11	39.18
aac	Rv0262c	aminoglycoside 2'-N-acetyltransferase	butyrate:10%	0.1414	0.831779609916304	335.9	359	362	344	271	348	95.04	85.81
MTS1338	MTS1338	small intergenic RNA	cholesterol:30%; nutrient_limitation:25%; hypoxia_fatty_acids:14%	0.1594	0.883159353578958	358.19	378	398	542	270	241	467.03	416.98
ppiA	Rv0009	iron-regulated peptidyl-prolyl cis-trans isomerase PpiA	tyloxopol:11%; ctl_exponential:11%	0.1233	0.63724568395807	344.72	416	490	409	244	209	993.99	910.75
Rv2569c	Rv2569c	hypothetical protein	hypoxia_late:21%	0.1503	0.829768064345328	370.67	283	418	408	301	460	28.5	25.54
narK1	Rv2329c	nitrate/nitrite transporter	acidic:13%; zinc_limitation:11%	0.129	0.714654379528186	348.93	420	483	438	228	222	197.71	180.25
Rv1171	Rv1171	hypothetical protein	acidic_tyloxopol:14%	0.1298	0.764787963544442	332.38	370	377	254	272	403	126.66	115.52
ilvB2	Rv3470c	acetolactate synthase large subunit	hypoxia_late:30%; ctl_stationary:12%	0.1468	0.845180155193239	358.18	334	396	431	276	364	25.25	22.64
Rv3599c	Rv3599c	hypothetical short protein	PBS_RIF_DDmtb:12%	0.1946	0.953407226436263	378.86	297	233	315	422	704	77.01	66.68
