GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_ATC_noDrug
Rv0376c	Rv0376c	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	0.204	0.351478611259451	206.35	164	162	126	281	335	22.12	18.37
MT0204.1	MT0204.1	hypothetical protein	hypoxia_late:30%; ctl_stationary:19%; human_sputum:12%; PBS_RIF_DDmtb:12%	0.7531	0.874022636385345	207.13	485	24	46	103	790	4.35	1.06
Rv3848	Rv3848	transmembrane protein	ctl_stationary:13%; PBS_RIF_DDmtb:13%; hypoxia_fatty_acids:11%	0.1975	0.257234991883982	217.98	158	207	220	341	184	63.3	53.29
pitB	Rv2281	phosphate permease	hypoxia_late:15%; ctl_stationary:12%	0.1908	0.246998900397644	215.22	169	196	150	386	209	31.79	26.77
lppQ	Rv2341	lipoprotein LppQ	hypoxia_late:25%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.301	0.767379441885803	236.85	252	112	183	178	558	11.71	8.76
thrB	Rv1296	homoserine kinase	hypoxia_late:8%	0.1824	0.131505895438314	224.1	183	241	214	446	101	293.13	250.3
pks8	Rv1662	polyketide synthase	hypoxia_late:33%	0.1908	0.183105794648642	239.28	167	303	321	321	125	37.44	31.65
Rv2446c	Rv2446c	integral membrane protein	high_iron:8%	0.1893	0.265218303966842	219.86	178	202	195	388	167	190.03	161.42
MT0383	MT0383	hypothetical protein	hypoxia_late:15%	0.1939	0.299189536361244	229.04	161	181	168	468	223	128.33	108.34
Rv2175c	Rv2175c	DNA-binding protein	acidic_tyloxopol:8%	0.1844	0.244875423363821	216.71	187	186	116	487	181	155.51	132.36
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	0.1884	0.18725121815751	239.87	155	222	272	534	110	225.42	191.23
Rv3502c	Rv3502c	short-chain type dehydrogenase/reductase	hypoxia_fatty_acids:17%; microaerophilic:14%; cholesterol:10%	0.1885	0.272916857501384	227.84	173	199	170	490	170	70.43	59.62
proB	Rv2439c	glutamate 5-kinase protein	hypoxia_late:18%	0.1768	0.149019285594368	226.2	196	231	189	480	107	157.51	134.95
MT3297	MT3297	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	0.2173	0.445144564666136	251.71	146	191	228	389	346	117.05	97.05
Rv2614A	Rv2614A	hypothetical protein	butyrate_plus_glucose:12%; hypoxia_late:11%	0.2102	0.48441802233296	235.18	177	155	151	352	395	89.19	74.29
gpgP	Rv2419c	glucosyl-3-phosphoglycerate phosphatase	zinc_limitation:9%	0.1884	0.22298269661945	237.89	168	226	249	472	135	165.78	140.69
PE_PGRS23	Rv1243c	PE-PGRS family protein PE_PGRS23	hypoxia_late:40%	0.1904	0.281184882464406	237.49	162	218	216	478	169	41.42	34.93
Rv2728c	Rv2728c	hypothetical protein	hypoxia_late:22%; microaerophilic:11%	0.2004	0.352818878036106	245.78	171	248	268	285	266	55.44	46.57
Rv1087A	Rv1087A	conserved hypothetical protein	hypoxia_late:19%; ctl_stationary:17%; human_sputum:14%	0.2538	0.747639219114449	248.29	255	117	122	239	650	17.05	13.45
ggtB	Rv2394	gamma-glutamyltranspeptidase precursor GgtB	PBS_RIF_DDmtb:11%	0.1736	0.129335434425242	251.06	199	262	231	568	98	326.51	280.54
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	0.1837	0.296739942406215	239.68	185	245	202	344	237	11.79	9.87
Rv2169c	Rv2169c	transmembrane protein	acidic:11%	0.1848	0.286746989326313	243.65	180	208	188	590	149	215.89	183.57
Rv1831	Rv1831	hypothetical protein	low_iron:7%	0.1769	0.192358837893099	243.71	193	237	210	557	114	705.83	604.98
mce2D	Rv0592	Mce family protein Mce2D	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:11%	0.2074	0.494927567413358	253.56	202	244	279	243	306	17.12	14.15
Rv0531	Rv0531	membrane protein	hypoxia_late:18%	0.1843	0.282060788597232	248.86	179	217	237	531	152	291.49	248.36
lprP	Rv0962c	lipoprotein LprP	hypoxia_late:12%; microaerophilic:12%	0.2202	0.553251943477757	284.39	194	307	477	201	284	58.2	48.33
PE_PGRS49	Rv3344c	PE-PGRS family protein PE_PGRS49	hypoxia_late:54%	0.2442	0.607270949819752	300.74	131	221	364	338	526	32.79	26.44
fgd2	Rv0132c	F420-dependent glucose-6-phosphate dehydrogenase	hypoxia_late:25%	0.1846	0.364042357940719	239.95	198	197	123	437	301	34.51	29.22
Rv2968c	Rv2968c	integral membrane protein	acidic:11%	0.1798	0.233682371983509	255.91	191	266	254	513	127	225.85	193.04
Rv0367c	Rv0367c	hypothetical protein	hypoxia_late:15%; ctl_stationary:10%	0.1888	0.374350878032631	258.89	176	198	182	573	246	136.64	115.75
hpx	Rv3171c	non-heme haloperoxidase Hpx	butyrate:12%; cholesterol:11%	0.1701	0.166768514239591	252.63	208	220	153	770	102	285.37	245.43
MT1082	MT1082	hypothetical protein	hypoxia_late:26%	0.2172	0.595308914640018	287.55	188	209	297	441	338	40.72	33.56
asnB	Rv2201	asparagine synthetase	PBS_RIF_DDmtb:15%	0.1678	0.169711804008767	252.59	219	240	149	714	105	111.58	96.05
Rv1489A	Rv1489A	hypothetical protein	acidic:10%	0.1874	0.402892468019037	257.09	195	205	180	461	289	186.19	158.25
Rv0398c	Rv0398c	hypothetical protein	acidic_tyloxopol:14%; hypoxia_late:12%; acidic:11%	0.1904	0.360517444418808	281.98	165	236	294	602	198	114.16	96.58
vapC46	Rv3384c	ribonuclease VapC46	high_iron:9%	0.1875	0.35941849537708	270.23	174	225	246	536	230	165.86	140.9
Rv1937	Rv1937	oxygenase	hypoxia_late:13%	0.1803	0.326163914921329	262.2	184	234	201	588	187	27.24	23.07
Rv2114	Rv2114	hypothetical protein	nutrient_limitation:17%	0.1728	0.240233571764546	264.5	207	263	239	571	129	260.47	223.93
MT3560	MT3560	hypothetical protein	PBS_RIF_DDmtb:16%; hypoxia_late:13%; hypoxia_rar:10%	0.2756	0.815099872893078	287.38	279	179	252	241	542	30.54	23.84
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.1856	0.412812707920494	265.47	192	215	184	488	299	18.77	15.78
PE_PGRS6	Rv0532	PE-PGRS family protein PE_PGRS6	hypoxia_late:26%	0.1741	0.241556376828424	273.92	201	278	248	635	120	131.86	113.08
Rv1972	Rv1972	Mce associated membrane protein	hypoxia_late:39%; ctl_stationary:12%	0.2329	0.755375938045811	279.63	254	177	197	247	606	10.82	8.64
hsaG	Rv3535c	acetaldehyde dehydrogenase	microaerophilic:44%; hypoxia_fatty_acids:15%	0.1818	0.375349672657667	269.24	197	239	198	518	247	61.78	52.59
mce3C	Rv1968	Mce family protein Mce3C	hypoxia_late:28%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.2102	0.702554011794513	274.15	251	194	174	242	589	6.25	5.01
Rv1482c	Rv1482c	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	0.2045	0.608773481639772	284.79	234	249	300	271	381	26.16	21.8
Rv2867c	Rv2867c	GCN5-like N-acetyltransferase	microaerophilic:9%	0.168	0.202889781566186	280.11	218	281	273	637	108	571.91	493.71
Rv3657c	Rv3657c	membrane protein	hypoxia_late:50%	0.209	0.635585014309047	290.04	223	230	308	309	397	35.07	29.14
Rv0851c	Rv0851c	short-chain type dehydrogenase/reductase	microaerophilic:15%; hypoxia_late:13%	0.1841	0.460945051974419	283.75	213	243	222	432	337	43.44	36.87
Rv0541c	Rv0541c	integral membrane protein	hypoxia_late:15%; high_iron:11%	0.1751	0.279469106704744	296.25	200	309	332	596	137	236.19	202.81
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	0.1989	0.53895271099134	306.38	189	219	284	646	279	498.38	419.04
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	0.2499	0.776967541189411	318.04	245	229	416	342	380	41.55	33.34
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	0.1767	0.429582907383565	282.42	203	206	177	704	243	88.53	75.62
Rv2038c	Rv2038c	sugar ABC transporter ATP-binding protein	hypoxia_late:15%; ctl_stationary:12%; human_sputum:10%	0.19	0.482198754949833	305.2	186	259	287	485	348	31.15	26.26
Rv3836	Rv3836	hypothetical protein	PBS_RIF_DDmtb:12%; ctl_stationary:11%	0.1862	0.472583167466916	301.79	206	280	310	431	303	99.36	84.58
eccB2	Rv3895c	ESX-2 secretion system protein EccB	hypoxia_late:25%	0.1724	0.353396873731882	284.67	224	279	255	538	183	57	48.9
Rv1139c	Rv1139c	hypothetical protein	PBS_RIF_DDmtb:15%; acidic:15%	0.1903	0.506345700682009	311.53	181	232	256	668	314	81.59	68.83
Rv0789c	Rv0789c	hypothetical protein	hypoxia_fatty_acids:22%	0.178	0.428939538072654	297.45	216	257	244	572	255	96.87	82.84
drrA	Rv2936	daunorubicin ABC transporter ATP-binding protein DrrA	hypoxia_rar:12%	0.1625	0.21429486603293	296.97	240	285	218	831	104	470.95	407.89
Rv0149	Rv0149	quinone oxidoreductase	acidic:13%	0.17	0.307043849627204	302.78	222	305	314	623	143	215.47	185.66
sseB	Rv2291	thiosulfate sulfurtransferase SseB	INDIGO_exponential:10%	0.1687	0.284590971652841	303.04	220	302	322	645	132	367.05	316.76
Rv2304c	Rv2304c	hypothetical protein	hypoxia_late:13%; PBS_RIF_DDmtb:10%	0.2154	0.76759947411786	312.64	277	204	263	354	504	57.13	47.35
Rv3000	Rv3000	transmembrane protein	PBS_RIF_DDmtb:11%	0.1883	0.575208167467058	314.7	244	261	293	489	313	57.71	48.86
folB	Rv3607c	dihydroneopterin aldolase	microaerophilic:34%	0.167	0.333917450363819	301.72	237	291	257	680	151	382.73	330.45
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	0.1923	0.613262675241447	321.79	210	228	233	582	429	37.52	31.53
Rv2656c	Rv2656c	prophage protein	hypoxia_hypoxic:8%	0.1654	0.360983448168009	296.9	239	267	206	746	161	310.39	268.19
Rv3175	Rv3175	amidase	hypoxia_late:17%; butyrate:14%	0.1673	0.409801225692366	298.58	230	255	207	730	192	56.08	48.22
Rv1573	Rv1573	phage protein	hypoxia_late:50%	0.2086	0.744894156250921	317.7	275	238	304	323	471	38.24	31.81
MT2423.1	MT2423.1	hypothetical protein	acidic_tyloxopol:14%	0.1781	0.538079214171961	308.88	215	203	163	766	343	112.32	95.79
MT3757	MT3757	hypothetical protein	hypoxia_late:38%	0.194	0.63985830141005	334.66	263	332	424	324	340	37.01	31.18
thiG	Rv0417	thiazole synthase	hypoxia_late:19%; low_iron:15%	0.1857	0.60438908589034	327.74	212	224	217	687	402	36.15	30.51
cmr	Rv1675c	HTH-type transcriptional regulator Cmr	hypoxia_late:27%; human_sputum:13%; ctl_stationary:13%	0.2154	0.799503088476685	319.09	266	182	187	399	669	10	8.05
MT2514	MT2514	hypothetical protein	PBS_RIF_DDmtb:16%	0.2295	0.825524072703267	321.15	307	184	253	318	614	67.03	54.87
rpoC	Rv0668	DNA-directed RNA polymerase subunit beta'	PBS_RIF_DDmtb:21%; nutrient_limitation:19%	0.1625	0.309402944475488	317.19	238	300	260	862	117	1845.3	1598.77
PPE37	Rv2123	PPE family protein PPE37	low_iron:34%; hypoxia_late:10%	0.1788	0.516465083867097	332.97	221	317	338	460	351	26.05	22.14
MT2370.2	MT2370.2	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%; PBS_RIF_DDmtb:10%	0.3658	0.935959546430632	294.25	488	57	80	368	784	9.79	6.59
kdpE	Rv1027c	transcriptional regulator KdpE	hypoxia_late:15%; ctl_stationary:13%	0.1949	0.704286032985479	338.59	228	213	235	574	530	22.05	18.39
pabB	Rv1005c	para-aminobenzoate synthase component I	hypoxia_late:17%	0.1669	0.454910381044961	315.76	226	254	230	841	188	65.14	56.02
fadE17	Rv1934c	acyl-CoA dehydrogenase FadE17	hypoxia_late:38%	0.1734	0.483476824455285	330.93	225	288	274	659	281	46.15	39.48
Rv3430c	Rv3430c	transposase	hypoxia_late:10%	0.1707	0.439377001196113	332.35	270	329	370	630	150	295.34	254.52
MT3846	MT3846	hypothetical protein	nutrient_limitation:59%; PBS_RIF_DDmtb:24%	0.2349	0.866446127953449	315.91	325	108	111	525	729	48.29	39.12
rsbW	Rv3287c	anti-sigma factor RsbW	microaerophilic:24%; nutrient_limitation:14%; ctl_stationary:14%	0.1756	0.54318646230837	338.56	209	250	258	846	275	136.76	116.91
PE_PGRS10	Rv0747	PE-PGRS family protein PE_PGRS10	microaerophilic:31%; hypoxia_late:12%	0.1939	0.670053223639035	364.08	204	287	342	631	423	68.28	57.5
Rv1052	Rv1052	hypothetical protein	ctl_stationary:14%	0.2051	0.770542079369217	343.56	344	271	361	407	342	86.02	72.16
obg	Rv2440c	GTPase Obg	PBS_RIF_DDmtb:14%; acidic:10%	0.1611	0.333232413154834	328.16	247	284	194	1122	112	242.32	209.89
MT0099.1	MT0099.1	hypothetical protein	hypoxia_late:45%	0.2993	0.903032496782615	351.65	288	178	397	283	713	11.84	8.75
mmpL8	Rv3823c	integral membrane transport protein MmpL8	nutrient_limitation:14%; acidic:13%; butyrate_plus_glucose:12%	0.1616	0.330471207441659	339.7	241	342	351	789	128	224.43	194.59
Rv3026c	Rv3026c	hypothetical protein	hypoxia_late:32%; ctl_stationary:10%	0.1762	0.579825366087946	355.52	217	272	288	819	305	50.95	43.43
erg3	Rv1814	membrane-bound C-5 sterol desaturase	PBS_RIF_DDmtb:14%	0.173	0.588547468077184	346.08	229	251	225	829	333	48.35	41.29
PPE28	Rv1800	PPE family protein PPE28	hypoxia_late:14%	0.1621	0.472297030336818	334.99	258	293	205	840	226	41.91	36.13
PE2	Rv0152c	PE family protein PE2	hypoxia_late:25%; PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.1772	0.625176144980516	369.44	211	276	299	797	378	21.08	17.82
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	0.1666	0.300773630647496	415.62	205	270	276	1991	99	538.66	464.44
pca	Rv2967c	pyruvate carboxylase	hypoxia_late:14%	0.1598	0.404095321130429	353.29	250	282	176	1441	103	133.62	115.77
ftsE	Rv3102c	cell division ATP-binding protein FtsE	ctl_stationary:11%; zinc_limitation:11%	0.1671	0.597996897962703	362.93	248	269	209	996	292	85.37	73.45
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	0.1799	0.72039935190367	366.28	249	216	190	877	476	83.79	71.25
Rv0998	Rv0998	acetyltransferase	ctl_stationary:8%	0.1594	0.433834058810474	353.54	260	322	292	927	154	188.41	163.48
Rv0874c	Rv0874c	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	0.1597	0.515787415060751	352.62	259	277	186	1194	168	106.66	92.36
Rv1514c	Rv1514c	glycosyltransferase	hypoxia_late:16%	0.1829	0.722911555215877	400.8	235	274	386	876	360	53.8	45.56
Rv3707c	Rv3707c	hypothetical protein	microaerophilic:13%; hypoxia_late:11%	0.1633	0.556747677062671	386.68	253	345	365	859	238	97.75	84.48
PE33	Rv3650	PE family protein PE33	hypoxia_late:41%	0.221	0.884743686372223	358.15	350	189	250	396	700	23.56	19.22
mce2R	Rv0586	HTH-type transcriptional regulator Mce2R	hypoxia_fatty_acids:32%	0.1627	0.633224039707847	366.24	243	258	193	1374	171	149.71	129.35
Rv0737	Rv0737	transcriptional regulator	hypoxia_late:26%; PBS_RIF_DDmtb:17%	0.2094	0.859231146272295	386.83	319	242	331	511	582	20.78	17.12
rubB	Rv3250c	rubredoxin RubB	nutrient_limitation:41%; PBS_RIF_DDmtb:18%	0.164	0.474112663607339	434.47	232	265	242	2035	145	864.35	746.83
hisI	Rv1606	phosphoribosyl-AMP cyclohydrolase	microaerophilic:22%	0.1647	0.630822178896565	403.67	246	312	303	1109	269	232.27	200.53
MT3767.2	MT3767.2	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	0.2448	0.918738182658384	380.51	371	161	215	510	803	21.24	16.87
dnaE2	Rv3370c	error-prone DNA polymerase	microaerophilic:27%; hypoxia_late:18%; zinc_limitation:12%	0.1551	0.533797834204473	391.14	269	334	301	1165	162	50.95	44.21
Rv3668c	Rv3668c	protease	zinc_limitation:11%	0.1627	0.635287950488326	414.27	256	333	336	1040	287	105.38	91.05
Rv2177c	Rv2177c	transposase	hypoxia_late:20%	0.1647	0.709849939132492	400.63	276	297	281	820	434	46.9	40.38
Rv3830c	Rv3830c	TetR family transcriptional regulator	butyrate_plus_glucose:41%; butyrate:11%	0.2552	0.92960161692829	385.09	487	325	408	214	538	11.68	9.21
MT2837	MT2837	hypothetical protein	hypoxia_late:41%	0.2017	0.869932818967796	394.92	310	187	199	774	684	30.35	25.17
MT2541	MT2541	hypothetical protein	hypoxia_fatty_acids:18%; ctl_stationary:10%	0.1667	0.688565617827435	415.84	257	321	324	933	379	47.51	40.78
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.2663	0.934691984785358	390.55	435	260	491	220	617	23.03	18.1
Rv2117	Rv2117	hypothetical protein	hypoxia_late:9%	0.1792	0.788632216857967	412.09	264	246	243	953	534	68.5	58.23
MT0827	MT0827	hypothetical protein	hypoxia_late:34%; PBS_RIF_DDmtb:18%; ctl_stationary:11%	0.321	0.958954372359727	345.96	522	100	145	322	910	20.18	14.72
regX3	Rv0491	two component sensory transduction protein RegX	microaerophilic:19%	0.1566	0.395754053210399	456.36	262	298	251	2127	130	418.27	363.68
PPE48	Rv3022c	PPE family protein	hypoxia_late:48%; ctl_stationary:10%	0.2745	0.948063278305416	357.67	464	139	200	363	786	13.29	10.17
Rv3035	Rv3035	hypothetical protein	hypoxia_late:13%	0.161	0.475730168344944	456.65	236	283	295	2069	144	170.82	147.84
Rv2813	Rv2813	hypothetical protein	hypoxia_late:70%	0.2134	0.908527514485648	398.96	471	371	474	206	519	11.48	9.39
Rv2040c	Rv2040c	sugar ABC transporter permease	hypoxia_late:13%	0.176	0.771950981415167	440.28	295	365	459	739	401	41.1	35.07
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	0.1705	0.747952481246027	437.31	298	382	434	678	436	133.42	114.87
Rv3745c	Rv3745c	hypothetical protein	PBS_RIF_DDmtb:19%; nutrient_limitation:11%; ctl_stationary:10%	0.2464	0.938077668537252	382.18	417	147	226	530	737	22.99	18.26
Rv1044	Rv1044	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.1731	0.789250057141629	431.8	280	295	340	1005	394	61.17	52.26
mmpL11	Rv0202c	transmembrane transport protein MmpL11	cholesterol:18%	0.1529	0.329247639084851	485.39	271	314	232	2545	106	283.68	247.23
Rv2197c	Rv2197c	transmembrane protein	high_iron:8%	0.1568	0.444315994735226	481.65	265	308	213	2531	121	530.46	460.82
thiE	Rv0414c	thiamine-phosphate synthase	hypoxia_late:21%	0.1609	0.71008126248769	420.43	267	296	318	981	393	67.74	58.54
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	0.1624	0.729015600980506	432.19	289	355	360	992	311	28.52	24.51
Rv2896c	Rv2896c	hypothetical protein	hypoxia_late:26%	0.1548	0.649180183437372	418.35	282	344	302	1149	245	79.02	68.68
PPE62	Rv3533c	PPE family protein PPE62	microaerophilic:31%; human_sputum:16%; hypoxia_late:14%	0.1631	0.736796515379078	441.19	335	397	420	754	355	28.9	24.86
Rv0195	Rv0195	two component transcriptional regulator	ctl_stationary:19%; hypoxia_late:16%; human_sputum:12%; nutrient_limitation:12%; PBS_RIF_DDmtb:11%	0.2255	0.931570493639264	403.12	430	253	349	325	731	6.62	5.23
pheU	Rvnt13	tRNA-Phe	hypoxia_late:31%; zinc_limitation:12%	0.313	0.967807142920423	353.08	541	127	203	310	760	33.94	25.57
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	0.1586	0.698171826508314	457.73	300	432	442	767	406	26.36	22.75
Rv0448c	Rv0448c	hypothetical protein	PBS_RIF_DDmtb:28%; human_sputum:12%	0.163	0.795784570229124	439.69	304	294	282	931	527	34.85	29.97
MT3041.1	MT3041.1	hypothetical protein	hypoxia_late:21%	0.197	0.915225779163018	407.21	462	273	328	449	556	24.03	20.08
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	0.1804	0.855426773373845	465.74	336	349	448	788	469	42.7	36.3
PE18	Rv1788	PE family protein PE18	acidic_tyloxopol:12%	0.1667	0.8307573823242	445.82	284	264	245	1135	535	80.33	69.01
Rv2662	Rv2662	hypothetical protein	ctl_stationary:25%; PBS_RIF_DDmtb:14%	0.2021	0.901877908316109	471.19	351	299	378	799	615	44.71	37.15
Rv2452c	Rv2452c	hypothetical protein	human_sputum:22%	0.2629	0.957785469142681	430.56	510	330	463	255	651	42.82	34.18
Rv0387c	Rv0387c	conserved hypothetical protein	hypoxia_late:29%	0.1734	0.8506775421761	461.66	322	336	359	977	439	43	36.69
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	0.1551	0.734543548913716	464.35	343	396	441	983	288	60.77	52.8
MT0740.1	MT0740.1	hypothetical protein	hypoxia_late:15%; ctl_stationary:15%; ctl_exponential:10%	0.1865	0.897855695309502	447.43	375	268	325	669	683	89.52	75.89
thrU	Rvnt39	tRNA-Thr	hypoxia_late:25%	0.3013	0.96760043083198	408.06	514	150	227	484	842	24.74	18.61
rbpA	Rv2050	RNA polymerase-binding protein RbpA	hypoxia_fatty_acids:14%	0.1543	0.639945500927588	524.67	274	319	238	2606	186	400.48	348.27
pks9	Rv1664	polyketide synthase	hypoxia_late:32%	0.1615	0.811689669289767	469.87	463	431	507	768	252	37.38	32.27
kdpD	Rv1028c	sensor protein KdpD	hypoxia_late:15%	0.1544	0.640926138861198	532.22	268	326	271	2497	210	43.9	37.99
Rv0918	Rv0918	hypothetical protein	hypoxia_late:11%; hypoxia_fatty_acids:10%	0.1691	0.847306037706746	475.7	334	347	374	962	475	55.56	47.63
nusA	Rv2841c	transcription termination/antitermination protein NusA	PBS_RIF_DDmtb:9%	0.1489	0.565284713946471	538.91	291	343	264	2756	138	313.45	273.84
pks7	Rv1661	polyketide synthase	hypoxia_late:29%	0.15	0.688536798339094	499.78	290	494	499	1257	217	40.53	35.29
Rv2807	Rv2807	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%; human_sputum:11%	0.2107	0.935861059024902	462.32	448	393	589	308	610	6.77	5.44
Rv3785	Rv3785	hypothetical protein	INDIGO_exponential:9%	0.1492	0.604840105409358	542.92	301	375	341	2174	216	136.23	119.01
Rv2086	Rv2086	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%; microaerophilic:11%	0.2131	0.928999972651217	512.24	418	496	505	508	647	16.79	13.77
Rv2133c	Rv2133c	hypothetical protein	ctl_stationary:11%	0.1506	0.660882604275596	539.23	285	324	240	2680	195	172.96	150.76
mesJ	Rv3625c	tRNA(Ile)-lysidine synthase	hypoxia_late:19%; microaerophilic:14%	0.1517	0.662437415867658	548.11	283	338	330	2268	258	101.79	88.67
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	0.1654	0.854479222733336	482.44	370	354	393	901	481	110.14	95
vapC30	Rv0624	ribonuclease VapC30	PBS_RIF_DDmtb:11%	0.1553	0.748840748245704	524.32	292	301	262	1985	373	135.11	117.39
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	0.1521	0.684286455087468	560.53	273	331	311	2663	208	128.85	112.05
relA	Rv2583c	bifunctional (p)ppGpp synthase/hydrolase RelA	acidic:11%; microaerophilic:10%	0.1416	0.479417485562639	563.8	313	358	234	3110	122	348.34	305.96
Rv2395	Rv2395	integral membrane protein	PBS_RIF_DDmtb:11%	0.1483	0.612350724751964	578.91	293	421	451	2213	207	140.53	122.87
Rv3092c	Rv3092c	integral membrane protein	high_iron:12%	0.1518	0.702507534802909	579.8	323	377	435	2255	215	208.17	181.56
Rv1473	Rv1473	macrolide ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%	0.1449	0.670012251673451	572.75	299	340	278	2982	160	137.48	120.31
Rv1312	Rv1312	hypothetical protein	ctl_exponential:14%; INDIGO_exponential:11%	0.1451	0.618959773821733	587.5	312	433	426	2322	193	913.73	801.91
rpoB	Rv0667	DNA-directed RNA polymerase subunit beta	PBS_RIF_DDmtb:20%; nutrient_limitation:18%	0.1416	0.60190353122826	578.31	314	362	247	3149	136	1932.57	1698.32
vapB11	Rv1560	antitoxin VapB11	INDIGO_exponential:10%	0.1702	0.873168975493162	551.54	317	474	547	998	523	129.99	111.81
